Empty,Metabolite,Name,Reference,ID,Group,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Notes
,tNAA,tNAA,2019_flamez_130,3,Parkinson's Dyskinesia - Sham TMS,10.1016/j.clinph.2019.04.720,1.04,0.17,,,,,
,tNAA,tNAA,2019_flamez_130,4,Parkinson's Dyskinesia - Real TMS,10.1016/j.clinph.2019.04.720,1.21,0.14,,,,,
,tNAA,tNAA,2019_flamez_130,5,Parkinson's No Dyskinesia - Sham Baseline,10.1016/j.clinph.2019.04.720,1.17,0.21,,,,,
,tNAA,tNAA,2019_flamez_130,6,Parkinson's No Dyskinesia - Real Baseline,10.1016/j.clinph.2019.04.720,1.24,0.14,,,,,
,tNAA,tNAA,2019_flamez_130,7,Parkinson's No Dyskinesia - Sham TMS,10.1016/j.clinph.2019.04.720,1.23,0.22,,,,,
,tNAA,tNAA,2019_flamez_130,8,Parkinson's No Dyskinesia - Real TMS,10.1016/j.clinph.2019.04.720,1.27,0.12,,,,,
,NAA,NAA,2019_garkowski_266,1,Control,10.1007/s00415-019-09359-0,2.079,0.249,,,,,
,NAA,NAA,2019_garkowski_266,2,Control,10.1007/s00415-019-09359-0,2.096,0.3,,,,,
,NAA,NAA,2019_garkowski_266,3,Control,10.1007/s00415-019-09359-0,2.639,0.256,,,,,
,NAA,NAA,2019_garkowski_266,4,Control,10.1007/s00415-019-09359-0,2.449,0.268,,,,,
,NAA,NAA,2019_garkowski_266,5,Lyme Neuroborreliosis,10.1007/s00415-019-09359-0,1.777,0.319,,,,,
,NAA,NAA,2019_garkowski_266,6,Lyme Neuroborreliosis,10.1007/s00415-019-09359-0,1.832,0.27,,,,,
,NAA,NAA,2019_garkowski_266,7,Lyme Neuroborreliosis,10.1007/s00415-019-09359-0,2.254,0.286,,,,,
,NAA,NAA,2019_garkowski_266,8,Lyme Neuroborreliosis,10.1007/s00415-019-09359-0,2.259,0.346,,,,,
,NAA,NAA,2019_giapitzakis_81,1,Healthy,10.1002/mrm.27467,,,,,8.9,0.7,
,NAA,NAA,2019_giapitzakis_81,2,Healthy,10.1002/mrm.27467,,,,,7.9,0.7,
,NAA,NAA,2019_graf_32,1,Healthy,10.1002/nbm.4083,,,7.7,1.631,,,Med/Quartile --> Mean/Std Greco 2015
,NAA,NAA,2019_hansen_33,1,Control,10.1016/j.jdiacomp.2018.12.016,1.61,0.21,,,8.85,0.57,
,NAA,NAA,2019_hansen_33,2,Diabetes,10.1016/j.jdiacomp.2018.12.016,1.46,0.15,,,8.46,0.72,
,tNAA,tNAA,2019_hnilicova_407,1,Control,10.1016/j.jns.2019.116458,1.344,0.312,,,,,
,tNAA,tNAA,2019_hnilicova_407,2,Multiple Sclerosis,10.1016/j.jns.2019.116458,1.182,0.259,,,,,
,NAA,NAA,2019_holshouser_36,1,Control,10.1089/neu.2018.5919,2.03,0.22,,,,,
,NAA,NAA,2019_holshouser_36,2,Control,10.1089/neu.2018.5919,2.08,0.2,,,,,
,NAA,NAA,2019_holshouser_36,3,TBI Mild Acute,10.1089/neu.2018.5919,1.87,0.22,,,,,
,NAA,NAA,2019_holshouser_36,4,TBI Mild 12Month,10.1089/neu.2018.5919,2.03,0.25,,,,,
,NAA,NAA,2019_holshouser_36,5,TBI Severe Acute,10.1089/neu.2018.5919,1.52,0.33,,,,,
,NAA,NAA,2019_holshouser_36,6,TBI Severe 12Month,10.1089/neu.2018.5919,1.83,0.3,,,,,
,NAA,NAA,2019_holshouser_36,7,Control,10.1089/neu.2018.5919,1.91,0.23,,,,,
,NAA,NAA,2019_holshouser_36,8,Control,10.1089/neu.2018.5919,1.95,0.23,,,,,
,NAA,NAA,2019_holshouser_36,9,TBI Mild Acute,10.1089/neu.2018.5919,1.83,0.25,,,,,
,NAA,NAA,2019_holshouser_36,10,TBI Mild 12Month,10.1089/neu.2018.5919,2,0.25,,,,,
,NAA,NAA,2019_holshouser_36,11,TBI Severe Acute,10.1089/neu.2018.5919,1.5,0.26,,,,,
,NAA,NAA,2019_holshouser_36,12,TBI Severe 12Month,10.1089/neu.2018.5919,1.77,0.28,,,,,
,NAA,NAA,2019_holshouser_36,13,Control,10.1089/neu.2018.5919,1.58,0.33,,,,,
,NAA,NAA,2019_holshouser_36,14,Control,10.1089/neu.2018.5919,1.59,0.27,,,,,
,NAA,NAA,2019_holshouser_36,15,TBI Mild Acute,10.1089/neu.2018.5919,1.39,0.29,,,,,
,NAA,NAA,2019_holshouser_36,16,TBI Mild 12Month,10.1089/neu.2018.5919,1.6,0.64,,,,,
,NAA,NAA,2019_holshouser_36,17,TBI Severe Acute,10.1089/neu.2018.5919,1.38,0.26,,,,,
,NAA,NAA,2019_holshouser_36,18,TBI Severe 12Month,10.1089/neu.2018.5919,1.53,0.46,,,,,
,NAA,NAA,2019_holshouser_36,19,Control,10.1089/neu.2018.5919,2.76,0.26,,,,,
,NAA,NAA,2019_holshouser_36,20,Control,10.1089/neu.2018.5919,2.82,0.26,,,,,
,NAA,NAA,2019_holshouser_36,21,TBI Mild Acute,10.1089/neu.2018.5919,2.66,0.29,,,,,
,NAA,NAA,2019_holshouser_36,22,TBI Mild 12Month,10.1089/neu.2018.5919,2.77,0.29,,,,,
,NAA,NAA,2019_holshouser_36,23,TBI Severe Acute,10.1089/neu.2018.5919,2.27,0.43,,,,,
,NAA,NAA,2019_holshouser_36,24,TBI Severe 12Month,10.1089/neu.2018.5919,2.53,0.34,,,,,
,NAA,NAA,2019_holshouser_36,25,Control,10.1089/neu.2018.5919,2.37,0.3,,,,,
,NAA,NAA,2019_holshouser_36,26,Control,10.1089/neu.2018.5919,2.38,0.3,,,,,
,NAA,NAA,2019_holshouser_36,27,TBI Mild Acute,10.1089/neu.2018.5919,2.15,0.35,,,,,
,NAA,NAA,2019_holshouser_36,28,TBI Mild 12Month,10.1089/neu.2018.5919,2.31,0.32,,,,,
,NAA,NAA,2019_holshouser_36,29,TBI Severe Acute,10.1089/neu.2018.5919,1.97,0.45,,,,,
,NAA,NAA,2019_holshouser_36,30,TBI Severe 12Month,10.1089/neu.2018.5919,2.19,0.44,,,,,
,NAA,NAA,2019_holshouser_36,31,Control,10.1089/neu.2018.5919,2.61,0.32,,,,,
,NAA,NAA,2019_holshouser_36,32,Control,10.1089/neu.2018.5919,2.7,0.27,,,,,
,NAA,NAA,2019_holshouser_36,33,TBI Mild Acute,10.1089/neu.2018.5919,2.56,0.31,,,,,
,NAA,NAA,2019_holshouser_36,34,TBI Mild 12Month,10.1089/neu.2018.5919,2.64,0.32,,,,,
,NAA,NAA,2019_holshouser_36,35,TBI Severe Acute,10.1089/neu.2018.5919,2.22,0.43,,,,,
,NAA,NAA,2019_holshouser_36,36,TBI Severe 12Month,10.1089/neu.2018.5919,2.31,0.56,,,,,
,NAA,NAA,2019_holshouser_36,37,Control,10.1089/neu.2018.5919,2.51,0.39,,,,,
,NAA,NAA,2019_holshouser_36,38,Control,10.1089/neu.2018.5919,2.48,0.33,,,,,
,NAA,NAA,2019_holshouser_36,39,TBI Mild Acute,10.1089/neu.2018.5919,2.16,0.35,,,,,
,NAA,NAA,2019_holshouser_36,40,TBI Mild 12Month,10.1089/neu.2018.5919,2.57,0.56,,,,,
,NAA,NAA,2019_holshouser_36,41,TBI Severe Acute,10.1089/neu.2018.5919,1.89,0.36,,,,,
,NAA,NAA,2019_holshouser_36,42,TBI Severe 12Month,10.1089/neu.2018.5919,2.17,0.49,,,,,
,NAA,NAA,2019_holshouser_36,43,Control,10.1089/neu.2018.5919,2.65,0.37,,,,,
,NAA,NAA,2019_holshouser_36,44,Control,10.1089/neu.2018.5919,2.61,0.29,,,,,
,NAA,NAA,2019_holshouser_36,45,TBI Mild Acute,10.1089/neu.2018.5919,2.51,0.34,,,,,
,NAA,NAA,2019_holshouser_36,46,TBI Mild 12Month,10.1089/neu.2018.5919,2.57,0.39,,,,,
,NAA,NAA,2019_holshouser_36,47,TBI Severe Acute,10.1089/neu.2018.5919,2.21,0.38,,,,,
,NAA,NAA,2019_holshouser_36,48,TBI Severe 12Month,10.1089/neu.2018.5919,2.45,0.31,,,,,
,NAA,NAA,2019_holshouser_36,49,Control,10.1089/neu.2018.5919,3.16,0.29,,,,,
,NAA,NAA,2019_holshouser_36,50,Control,10.1089/neu.2018.5919,3.16,0.28,,,,,
,NAA,NAA,2019_holshouser_36,51,TBI Mild Acute,10.1089/neu.2018.5919,3,0.36,,,,,
,NAA,NAA,2019_holshouser_36,52,TBI Mild 12Month,10.1089/neu.2018.5919,3.13,0.28,,,,,
,NAA,NAA,2019_holshouser_36,53,TBI Severe Acute,10.1089/neu.2018.5919,2.75,0.41,,,,,
,NAA,NAA,2019_holshouser_36,54,TBI Severe 12Month,10.1089/neu.2018.5919,2.79,0.46,,,,,
,NAA,NAA,2019_holshouser_36,55,Control,10.1089/neu.2018.5919,2.02,0.2,,,,,
,NAA,NAA,2019_holshouser_36,56,Control,10.1089/neu.2018.5919,1.95,0.26,,,,,
,NAA,NAA,2019_holshouser_36,57,TBI Mild Acute,10.1089/neu.2018.5919,1.89,0.24,,,,,
,NAA,NAA,2019_holshouser_36,58,TBI Mild 12Month,10.1089/neu.2018.5919,2,0.31,,,,,
,NAA,NAA,2019_holshouser_36,59,TBI Severe Acute,10.1089/neu.2018.5919,1.61,0.3,,,,,
,NAA,NAA,2019_holshouser_36,60,TBI Severe 12Month,10.1089/neu.2018.5919,1.86,0.35,,,,,
,NAA,NAA,2019_holshouser_36,61,Control,10.1089/neu.2018.5919,2.42,0.27,,,,,
,NAA,NAA,2019_holshouser_36,62,Control,10.1089/neu.2018.5919,2.41,0.26,,,,,
,NAA,NAA,2019_holshouser_36,63,TBI Mild Acute,10.1089/neu.2018.5919,2.29,0.25,,,,,
,NAA,NAA,2019_holshouser_36,64,TBI Mild 12Month,10.1089/neu.2018.5919,2.3,0.29,,,,,
,NAA,NAA,2019_holshouser_36,65,TBI Severe Acute,10.1089/neu.2018.5919,2.04,0.31,,,,,
,NAA,NAA,2019_holshouser_36,66,TBI Severe 12Month,10.1089/neu.2018.5919,2.12,0.35,,,,,
,NAA,NAA,2019_holshouser_36,67,Control,10.1089/neu.2018.5919,2.13,0.22,,,,,
,NAA,NAA,2019_holshouser_36,68,Control,10.1089/neu.2018.5919,2.16,0.19,,,,,
,NAA,NAA,2019_holshouser_36,69,TBI Mild Acute,10.1089/neu.2018.5919,1.98,0.23,,,,,
,NAA,NAA,2019_holshouser_36,70,TBI Mild 12Month,10.1089/neu.2018.5919,2.13,0.31,,,,,
,NAA,NAA,2019_holshouser_36,71,TBI Severe Acute,10.1089/neu.2018.5919,1.65,0.31,,,,,
,NAA,NAA,2019_holshouser_36,72,TBI Severe 12Month,10.1089/neu.2018.5919,1.89,0.38,,,,,
,NAA,NAA,2019_iwata_85,1,Control,10.1016/j.biopsych.2018.09.009,,,10.62,0.63,,,
,NAA,NAA,2019_iwata_85,2,Control,10.1016/j.biopsych.2018.09.009,,,13.44,1.04,,,
,NAA,NAA,2019_iwata_85,3,Control,10.1016/j.biopsych.2018.09.009,,,13.48,1.12,,,
,NAA,NAA,2019_iwata_85,4,Schizophrenia Ultra-Resistant,10.1016/j.biopsych.2018.09.009,,,10.63,1.72,,,
,NAA,NAA,2019_iwata_85,5,Schizophrenia Ultra-Resistant,10.1016/j.biopsych.2018.09.009,,,14.38,1.31,,,
,NAA,NAA,2019_iwata_85,6,Schizophrenia Ultra-Resistant,10.1016/j.biopsych.2018.09.009,,,13.96,1.45,,,
,NAA,NAA,2019_iwata_85,7,Schizophrenia Non-Ultra Resistant,10.1016/j.biopsych.2018.09.009,,,10.86,1.16,,,
,NAA,NAA,2019_iwata_85,8,Schizophrenia Non-Ultra Resistant,10.1016/j.biopsych.2018.09.009,,,14.36,1.08,,,
,NAA,NAA,2019_iwata_85,9,Schizophrenia Non-Ultra Resistant,10.1016/j.biopsych.2018.09.009,,,14.22,1.62,,,
,NAA,NAA,2019_iwata_85,10,Schizophrenia Non-Treatment Resistant,10.1016/j.biopsych.2018.09.009,,,10.95,0.99,,,
,NAA,NAA,2019_iwata_85,11,Schizophrenia Non-Treatment Resistant,10.1016/j.biopsych.2018.09.009,,,13.97,0.7,,,
,NAA,NAA,2019_iwata_85,12,Schizophrenia Non-Treatment Resistant,10.1016/j.biopsych.2018.09.009,,,14.42,1.15,,,
,NAA,NAA,2019_joe_13,1,Predisposed Alzheimer's Mutation Carriers,10.1007/s11682-018-9913-1,1.51,0.13,7.62,0.42,,,
,NAA,NAA,2019_joe_13,2,Predisposed Alzheimer's Mutation Carriers,10.1007/s11682-018-9913-1,1.41,0.23,7.84,0.95,,,
,NAA,NAA,2019_joe_13,3,Predisposed Alzheimer's Mutation Carriers,10.1007/s11682-018-9913-1,1.44,0.2,9.48,0.77,,,
,NAA,NAA,2019_joe_13,4,Predisposed Alzheimer's Mutation Carriers,10.1007/s11682-018-9913-1,1.49,0.14,8.87,0.38,,,
,NAA,NAA,2019_joe_13,5,Predisposed Alzheimer's Non-Carriers,10.1007/s11682-018-9913-1,1.6,0.28,8.38,1.32,,,
,NAA,NAA,2019_joe_13,6,Predisposed Alzheimer's Non-Carriers,10.1007/s11682-018-9913-1,1.55,0.24,8.37,0.75,,,
,NAA,NAA,2019_joe_13,7,Predisposed Alzheimer's Non-Carriers,10.1007/s11682-018-9913-1,1.47,0.15,9.83,1.06,,,
,NAA,NAA,2019_joe_13,8,Predisposed Alzheimer's Non-Carriers,10.1007/s11682-018-9913-1,1.57,0.16,9.66,0.81,,,
,NAA,NAA,2019_kaur_113,1,Bipolar,10.1016/j.jpsychires.2019.03.018,1.3,0.2,,,,,
,NAA,NAA,2019_kaur_113,2,Bipolar,10.1016/j.jpsychires.2019.03.018,1.3,0.2,,,,,
,NAA,NAA,2019_kaur_113,3,Schizophrenia,10.1016/j.jpsychires.2019.03.018,1.3,0.1,,,,,
,NAA,NAA,2019_kaur_113,4,Schizophrenia,10.1016/j.jpsychires.2019.03.018,1.2,0.1,,,,,
,NAA,NAA,2019_khomenko_49,1,Aged,10.1007/s11055-019-00858-1,1.96,0.21,,,,,
,NAA,NAA,2019_khomenko_49,2,Aged,10.1007/s11055-019-00858-1,2.05,0.19,,,,,
,NAA,NAA,2019_khomenko_49,3,Aged,10.1007/s11055-019-00858-1,1.98,0.18,,,,,
,NAA,NAA,2019_khomenko_49,4,Aged,10.1007/s11055-019-00858-1,2.02,0.18,,,,,
,NAA,NAA,2019_khomenko_49,5,Aged,10.1007/s11055-019-00858-1,2.16,0.2,,,,,
,NAA,NAA,2019_khomenko_49,6,Aged,10.1007/s11055-019-00858-1,2.1,0.18,,,,,
,NAA,NAA,2019_khomenko_49,7,Aged,10.1007/s11055-019-00858-1,1.58,0.11,,,,,
,NAA,NAA,2019_khomenko_49,8,Aged,10.1007/s11055-019-00858-1,1.56,0.14,,,,,
,NAA,NAA,2019_khomenko_49,9,Aged,10.1007/s11055-019-00858-1,1.62,0.11,,,,,
,NAA,NAA,2019_khomenko_49,10,MCI,10.1007/s11055-019-00858-1,1.85,0.14,,,,,
,NAA,NAA,2019_khomenko_49,11,MCI,10.1007/s11055-019-00858-1,1.98,0.17,,,,,
,NAA,NAA,2019_khomenko_49,12,MCI,10.1007/s11055-019-00858-1,1.93,0.16,,,,,
,NAA,NAA,2019_khomenko_49,13,MCI,10.1007/s11055-019-00858-1,1.94,0.19,,,,,
,NAA,NAA,2019_khomenko_49,14,MCI,10.1007/s11055-019-00858-1,2.01,0.18,,,,,
,NAA,NAA,2019_khomenko_49,15,MCI,10.1007/s11055-019-00858-1,1.85,0.15,,,,,
,NAA,NAA,2019_khomenko_49,16,MCI,10.1007/s11055-019-00858-1,1.5,0.11,,,,,
,NAA,NAA,2019_khomenko_49,17,MCI,10.1007/s11055-019-00858-1,1.52,0.09,,,,,
,NAA,NAA,2019_khomenko_49,18,MCI,10.1007/s11055-019-00858-1,1.57,0.12,,,,,
,NAA,NAA,2019_khomenko_49,19,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.7,0.18,,,,,
,NAA,NAA,2019_khomenko_49,20,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.79,0.16,,,,,
,NAA,NAA,2019_khomenko_49,21,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.75,0.15,,,,,
,NAA,NAA,2019_khomenko_49,22,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.69,0.18,,,,,
,NAA,NAA,2019_khomenko_49,23,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.86,0.24,,,,,
,NAA,NAA,2019_khomenko_49,24,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.85,0.14,,,,,
,NAA,NAA,2019_khomenko_49,25,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.46,0.17,,,,,
,NAA,NAA,2019_khomenko_49,26,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.45,0.18,,,,,
,NAA,NAA,2019_khomenko_49,27,Alzheimer's Disease,10.1007/s11055-019-00858-1,1.45,0.14,,,,,
,NAA,NAA,2019_lally_18,1,Infant (Control),10.1016/S1474-4422(18)30325-9,1.56,0.23,,,7.1,0.8,
,NAA,NAA,2019_lally_18,2,Infant (Adverse),10.1016/S1474-4422(18)30325-9,1.25,0.31,,,4,1.3,
,tNAA,tNAA,2019_lawrence_33,1,Control,10.1080/02699052.2019.1584332,16.068,1.891,,,,,
,tNAA,tNAA,2019_lawrence_33,2,TBI,10.1080/02699052.2019.1584332,13.865,1.565,,,,,
,tNAA,tNAA,2019_lawrence_33,3,TBI,10.1080/02699052.2019.1584332,12.982,1.785,,,,,
,NAA,NAA,2019_levin_202,1,Control (Young),10.1016/j.neuroimage.2019.116050,,,7,0.99,,,
,NAA,NAA,2019_levin_202,2,Middle-Aged,10.1016/j.neuroimage.2019.116050,,,6.43,1.12,,,
,NAA,NAA,2019_levin_202,3,Old-Middle Aged,10.1016/j.neuroimage.2019.116050,,,6.27,1.15,,,
,NAA,NAA,2019_levin_202,4,Aged,10.1016/j.neuroimage.2019.116050,,,5.72,0.81,,,
,NAA,NAA,2019_levin_202,5,Control (Young),10.1016/j.neuroimage.2019.116050,,,7.53,1.76,,,
,NAA,NAA,2019_levin_202,6,Middle-Aged,10.1016/j.neuroimage.2019.116050,,,7.29,1.36,,,
,NAA,NAA,2019_levin_202,7,Old-Middle Aged,10.1016/j.neuroimage.2019.116050,,,6.01,1.25,,,
,NAA,NAA,2019_levin_202,8,Aged,10.1016/j.neuroimage.2019.116050,,,5.89,1.11,,,
,NAA,NAA,2018_veeramuthu_25,1,Complicated mTBI,10.1016/j.acra.2018.01.005,1.593,0.202,2.69,0.536,,,
,NAA,NAA,2018_veeramuthu_25,2,Uncomplicated mTBI,10.1016/j.acra.2018.01.005,1.68,0.163,2.862,0.541,,,
,NAA,NAA,2018_veeramuthu_25,3,Control,10.1016/j.acra.2018.01.005,1.72,0.125,3.019,0.284,,,
,tNAA,tNAA,2018_veeramuthu_25,1,Complicated mTBI,10.1016/j.acra.2018.01.005,1.82,0.282,3.097,0.775,,,
,tNAA,tNAA,2018_veeramuthu_25,2,Uncomplicated mTBI,10.1016/j.acra.2018.01.005,1.895,0.287,3.235,0.708,,,
,tNAA,tNAA,2018_veeramuthu_25,3,Control,10.1016/j.acra.2018.01.005,2.059,0.11,3.62,0.352,,,
,NAA,NAA,2018_volk_39,1,Healthy - Evening,10.1002/hbm.24225,1.54,0.12,11.59,0.52,,,
,NAA,NAA,2018_volk_39,2,Healthy - Morning,10.1002/hbm.24225,1.54,0.12,11.53,0.48,,,
,tNAA,tNAA,2018_volk_39,1,Healthy - Evening,10.1002/hbm.24225,1.68,0.16,12.64,0.6,,,
,tNAA,tNAA,2018_volk_39,2,Healthy - Morning,10.1002/hbm.24225,1.68,0.16,12.5,0.48,,,
,NAA,NAA,2018_wang_277,1,OCD,10.1016/j.pscychresns.2018.05.004,1.45,0.09,,,,,
,NAA,NAA,2018_wang_277,2,OCD,10.1016/j.pscychresns.2018.05.004,1.36,0.11,,,,,
,NAA,NAA,2018_wang_277,3,Control,10.1016/j.pscychresns.2018.05.004,1.47,0.11,,,,,
,NAA,NAA,2018_wang_277,4,Control,10.1016/j.pscychresns.2018.05.004,1.26,0.41,,,,,
,tNAA,tNAA,2018_white_43,1,Healthy_Placebo,10.1038/s41386-018-0027-7,,,8.18,0.83,,,
,tNAA,tNAA,2018_white_43,2,Healthy_d-amphetamine,10.1038/s41386-018-0027-7,,,8.32,0.71,,,
,tNAA,tNAA,2018_white_43,3,Healthy_methamphetamine,10.1038/s41386-018-0027-7,,,8.2,0.65,,,
,NAA,NAA,2018_wu_9,1,MA dependence (Abstinent),10.3389/fpsyt.2018.00478,1.12,0.08,,,,,
,NAA,NAA,2018_wu_9,2,Control,10.3389/fpsyt.2018.00478,1.17,0.07,,,,,
,NAA,NAA,2018_yeh_30,1,Alzheimer's Disease,10.1017/S1041610217002381,1.12,0.13,,,,,
,NAA,NAA,2018_yeh_30,2,Alzheimer's Disease,10.1017/S1041610217002381,1.06,0.21,,,,,
,NAA,NAA,2018_younis_19,1,Healthy - Sildenafil_Baseline,10.1186/s10194-018-0870-2,,,,,7.73,0.79,
,NAA,NAA,2018_younis_19,2,Healthy - Sildenafil_40min,10.1186/s10194-018-0870-2,,,,,7.93,0.79,
,NAA,NAA,2018_younis_19,3,Healthy - Sildenafil_140min,10.1186/s10194-018-0870-2,,,,,7.95,0.69,
,NAA,NAA,2018_younis_19,4,Healthy - Calcitonin gene-related peptide_Baseline,10.1186/s10194-018-0870-2,,,,,7.58,0.72,
,NAA,NAA,2018_younis_19,5,Healthy - Calcitonin gene-related peptide_40min,10.1186/s10194-018-0870-2,,,,,7.56,0.68,
,NAA,NAA,2018_younis_19,6,Healthy - Calcitonin gene-related peptide_140min,10.1186/s10194-018-0870-2,,,,,7.64,0.58,
,NAA,NAA,2018_younis_19,7,Healthy - Placebo_Baseline,10.1186/s10194-018-0870-2,,,,,7.95,0.69,
,NAA,NAA,2018_younis_19,8,Healthy - Placebo_40min,10.1186/s10194-018-0870-2,,,,,8.06,0.82,
,NAA,NAA,2018_younis_19,9,Healthy - Placebo_140min,10.1186/s10194-018-0870-2,,,,,7.73,0.72,
,tNAA,tNAA,2018_zarinabad_79,1,Medulloblastoma,10.1002/mrm.26837,,,,,1.03,0.44,
,tNAA,tNAA,2018_zarinabad_79,2,Pilocytic Astrocytoma,10.1002/mrm.26837,,,,,1.37,0.95,
,tNAA,tNAA,2018_zarinabad_79,3,Ependymoma,10.1002/mrm.26837,,,,,0.53,0.25,
,NAA,tNAA,2018_zhong_241,1,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,2.1,0.42,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,2,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,2.17,0.45,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,3,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,1.72,0.24,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,4,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,1.64,0.21,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,5,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,1.48,0.4,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,6,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,1.61,0.3,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,7,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,1.85,0.25,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,8,BD - with suicidal ideation,10.1016/j.jad.2018.08.031,1.78,0.32,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,9,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,2.03,0.36,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,10,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,2.29,0.45,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,11,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,1.78,0.33,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,12,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,1.78,0.71,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,13,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,1.59,0.32,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,14,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,1.75,0.41,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,15,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,1.86,0.28,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,16,BD - without suicidal ideation,10.1016/j.jad.2018.08.031,1.77,0.34,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,17,Control ,10.1016/j.jad.2018.08.031,2.28,0.31,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,18,Control,10.1016/j.jad.2018.08.031,2.31,0.47,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,19,Control,10.1016/j.jad.2018.08.031,1.72,0.22,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,20,Control,10.1016/j.jad.2018.08.031,1.53,0.22,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,21,Control,10.1016/j.jad.2018.08.031,1.56,0.24,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,22,Control,10.1016/j.jad.2018.08.031,1.59,0.23,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,23,Control,10.1016/j.jad.2018.08.031,1.73,0.25,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,tNAA,2018_zhong_241,24,Control,10.1016/j.jad.2018.08.031,1.7,0.15,,,,,Assumed Total (tNAA) based on use of Total Choline
,NAA,NAA,2017_craciunas_26,1,Control,10.3171/2016.10.SPINE16479,1.6,0.14,,,,,
,NAA,NAA,2017_craciunas_26,2,Control,10.3171/2016.10.SPINE16479,1.62,0.14,,,,,
,NAA,NAA,2017_craciunas_26,3,Control,10.3171/2016.10.SPINE16479,,,,,,,
,NAA,NAA,2017_craciunas_26,4,Control,10.3171/2016.10.SPINE16479,,,,,,,
,NAA,NAA,2017_craciunas_26,5,Cervical spondylotic myelopathy,10.3171/2016.10.SPINE16479,,,,,,,
,NAA,NAA,2017_craciunas_26,6,Cervical spondylotic myelopathy,10.3171/2016.10.SPINE16479,,,,,,,
,NAA,NAA,2017_craciunas_26,7,Cervical spondylotic myelopathy,10.3171/2016.10.SPINE16479,,,,,,,
,NAA,NAA,2017_craciunas_26,8,Cervical spondylotic myelopathy,10.3171/2016.10.SPINE16479,,,,,,,
,NAA,NAA,2017_bustillo_43,1,Control,10.1093/schbul/sbw122,,,,,5.3,0.8,
,NAA,NAA,2017_bustillo_43,2,Schizophrenia,10.1093/schbul/sbw123,,,,,5.4,0.9,
,NAA,NAA,2017_cao_42,1,Control,10.1038/npp.2017.39,,,10.41,0.25,,,
,NAA,NAA,2017_cao_42,2,Control,10.1038/npp.2017.39,,,12.54,0.4,,,
