Empty,Complete,Download,Reference,ID,Control_ID,Treatment,Group,Additional_Group_Description,Visit,Intervention,DOI,Title,Tesla,Scanner_Manufacturer,Scanner_Model,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Water_Supp,Lipid_Supp,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR (ms),N_TR,TE (ms),N_TE,TI (ms),N_TI,Voxel_Region,Left/Right/Both,Preprocessing,Metab-Nulled/Cycled,Fitting,Segmentation,Partial_Volume,Relaxation,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Contact,Notes,Site
,,X,2020_pimentel-silva_61,1,,0,Control,,,,10.1111/epi.16509,"Interactions between in vivo neuronal-glial markers, side of hippocampal sclerosis, and pharmacoresponse in temporal lobe epilepsy.",3,Philips,Achieva,50,50,,,,,1,,PRESS,,,,,192,2000,1,35,1,,0,,,LCModel,,LCModel,,,,,,,,,,,30,15,12,5.4,,,
,,X,2020_pimentel-silva_61,2,,0,Seizure,Unilaternal Temporal Lobe Epilepsy,,,10.1111/epi.16509,"Interactions between in vivo neuronal-glial markers, side of hippocampal sclerosis, and pharmacoresponse in temporal lobe epilepsy.",3,Philips,Achieva,91,50,,,,,1,,PRESS,,,,,192,2000,1,35,1,,0,,,LCModel,,LCModel,,,,,,,,,,,30,15,12,5.4,,,
,X,X,2020_pizzi_35,1,No Control,0,Control,,,,10.1002/mds.28221,High gamma-Aminobutyric Acid Content Within the Medial Prefrontal Cortex Is a Functional Signature of Somatic Symptoms Disorder in Patients With Parkinson's Disease.,3,Philips,Achieva,19,19,,,64.8,10.3,1,,PRESS,,,2000,,128,2000,1,40,1,,0,Prefrontal Cortex,Both,JMRUI,,JMRUI,FMRIB,,,,,,,,,,20,30,30,18,,,
,X,X,2020_pizzi_35,2,1,0,Parkinson’s,Somatic Symptom Disorder,,,10.1002/mds.28221,High gamma-Aminobutyric Acid Content Within the Medial Prefrontal Cortex Is a Functional Signature of Somatic Symptoms Disorder in Patients With Parkinson's Disease.,3,Philips,Achieva,14,14,,,64.8,7.3,1,,PRESS,,,2000,,128,2000,1,40,1,,0,Prefrontal Cortex,Both,JMRUI,,JMRUI,FMRIB,,,,,,,,,,20,30,30,18,,,
,X,X,2020_pizzi_35,3,1,0,Parkinson’s,,,,10.1002/mds.28221,High gamma-Aminobutyric Acid Content Within the Medial Prefrontal Cortex Is a Functional Signature of Somatic Symptoms Disorder in Patients With Parkinson's Disease.,3,Philips,Achieva,19,19,,,66.7,7,1,,PRESS,,,2000,,128,2000,1,40,1,,0,Prefrontal Cortex,Both,JMRUI,,JMRUI,FMRIB,,,,,,,,,,20,30,30,18,,,
,X,X,2020_pizzi_35,4,1,0,Parkinson’s,Parkinson's + Somatic Symptom Disorder,,,10.1002/mds.28221,High gamma-Aminobutyric Acid Content Within the Medial Prefrontal Cortex Is a Functional Signature of Somatic Symptoms Disorder in Patients With Parkinson's Disease.,3,Philips,Achieva,23,23,,,66.3,7.9,1,,PRESS,,,2000,,128,2000,1,40,1,,0,Prefrontal Cortex,Both,JMRUI,,JMRUI,FMRIB,,,,,,,,,,20,30,30,18,,,
,X,X,2020_poletti_11,1,2,0,Bipolar,,,,10.3389/fpsyt.2020.590095,Proinflammatory Cytokines Predict Brain Metabolite Concentrations in the Anterior Cingulate Cortex of Patients With Bipolar Disorder,3,Philips,Ingenia,,63,46,17,46.81,11.94,,,PRESS,,,,,128,2000,1,42,1,,0,ACC,,LCModel,,LCModel,SPM,,,,21.06,7.31,77.45,7.95,1.44,1.51,30,20,15,9,,,
,X,X,2020_poletti_11,2,No Control,0,Control,,,,10.3389/fpsyt.2020.590095,Proinflammatory Cytokines Predict Brain Metabolite Concentrations in the Anterior Cingulate Cortex of Patients With Bipolar Disorder,3,Philips,Ingenia,,49,21,28,33.7,11.14,,,PRESS,,,,,128,2000,1,42,1,,0,ACC,,LCModel,,LCModel,SPM,,,,77.45,7.95,81.02,10.28,0.75,1.06,30,20,15,9,,,
,,X,2020_pradhan_219,1,No Control,0,Preterm,Fetus - 2nd Trimester,GA Less Than 28 Weeks,,10.1016/j.neuroimage.2020.117016,Non-invasive measurement of biochemical profiles in the healthy fetal brain.,1.5,Discovery,MR450,112,219,58,54,0.525,0.06,CHESS,,PRESS,,1,,,,1500,1,144,1,,0,Central Fetal Brain,,LCModel,,LCModel,,,,,,,,,,,25,25,25,15.625,climpero@childrensnational.org,,
,,X,2020_pradhan_219,2,No Control,0,Preterm,Fetus - 2nd Trimester,GA Less Than 28 Weeks,,10.1016/j.neuroimage.2020.117016,Non-invasive measurement of biochemical profiles in the healthy fetal brain.,1.5,Discovery,MR450,54,219,0,54,0.525,0.06,CHESS,,PRESS,,1,,,,1500,1,144,1,,0,Central Fetal Brain,,LCModel,,LCModel,,,,,,,,,,,25,25,25,15.625,climpero@childrensnational.org,,
,,X,2020_pradhan_219,3,No Control,0,Preterm,Fetus - 2nd Trimester,GA Less Than 28 Weeks,,10.1016/j.neuroimage.2020.117016,Non-invasive measurement of biochemical profiles in the healthy fetal brain.,1.5,Discovery,MR450,58,219,58,0,0.525,0.06,CHESS,,PRESS,,1,,,,1500,1,144,1,,0,Central Fetal Brain,,LCModel,,LCModel,,,,,,,,,,,25,25,25,15.625,climpero@childrensnational.org,,
,,X,2020_pradhan_219,4,No Control,0,Preterm,Fetus - 3rd Trimester,GA More Than 28 Weeks,,10.1016/j.neuroimage.2020.117016,Non-invasive measurement of biochemical profiles in the healthy fetal brain.,1.5,Discovery,MR450,112,219,133,175,0.685,0.038,CHESS,,PRESS,,1,,,,1500,1,144,1,,0,Central Fetal Brain,,LCModel,,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,,
,,X,2020_pradhan_219,5,No Control,0,Preterm,Fetus - 3rd Trimester,GA More Than 28 Weeks,,10.1016/j.neuroimage.2020.117016,Non-invasive measurement of biochemical profiles in the healthy fetal brain.,1.5,Discovery,MR450,133,219,133,0,0.685,0.038,CHESS,,PRESS,,1,,,,1500,1,144,1,,0,Central Fetal Brain,,LCModel,,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,,
,,X,2020_pradhan_219,6,No Control,0,Preterm,Fetus - 3rd Trimester,GA More Than 28 Weeks,,10.1016/j.neuroimage.2020.117016,Non-invasive measurement of biochemical profiles in the healthy fetal brain.,1.5,Discovery,MR450,175,219,0,175,0.685,0.038,CHESS,,PRESS,,1,,,,1500,1,144,1,,0,Central Fetal Brain,,LCModel,,LCModel,,,,,,,,,,,30,30,30,27,climpero@childrensnational.org,,
,X,X,2020_prisci_65,1,No Control,0,Healthy,,Scan 1 ,,10.1016/j.mri.2019.10.004,An evaluation of the reproducibility of (1)H-MRS GABA and GSH levels acquired in healthy volunteers with J-difference editing sequences at varying echo times.,3,Siemens ,Prisma ,,12,9,3,25,2.5,,,HERMES,,1,2500,,2048,2000,1,80,1,,0,Anterior Cingulate Cortex,,,,,,,,,,,,,,,30,25,25,18.75,,,
,X,X,2020_prisci_65,2,No Control,0,Healthy,,Scan 2,,10.1016/j.mri.2019.10.004,An evaluation of the reproducibility of (1)H-MRS GABA and GSH levels acquired in healthy volunteers with J-difference editing sequences at varying echo times.,3,Siemens ,Prisma ,,12,9,3,25,2.5,,,HERMES,,1,2500,,2048,2000,1,80,1,,0,Anterior Cingulate Cortex,,,,,,,,,,,,,,,30,25,25,18.75,,,
,X,X,2020_prisci_65,3,No Control,0,Healthy,,Scan 1 ,,10.1016/j.mri.2019.10.004,An evaluation of the reproducibility of (1)H-MRS GABA and GSH levels acquired in healthy volunteers with J-difference editing sequences at varying echo times.,3,Siemens ,Prisma ,,11,8,3,25,2.4,,,PRESS,MEGA,1,2500,,2048,2000,1,120,1,,0,Anterior Cingulate Cortex,,,,,,,,,,,,,,,30,25,25,18.75,,,
,X,X,2020_prisci_65,4,No Control,0,Healthy,,Scan 2 ,,10.1016/j.mri.2019.10.004,An evaluation of the reproducibility of (1)H-MRS GABA and GSH levels acquired in healthy volunteers with J-difference editing sequences at varying echo times.,3,Siemens ,Prisma ,,11,8,3,25,2.4,,,PRESS,MEGA,1,2500,,2048,2000,1,120,1,,0,Anterior Cingulate Cortex,,,,,,,,,,,,,,,30,25,25,18.75,,,
,X,X,2020_provenzano_87,1,No Control,0,Control,,Baseline,,10.1016/j.biopsych.2019.09.022,Hippocampal Pathology in Clinical High-Risk Patients and the Onset of Schizophrenia.,3,Philips,Achieva,13,19,5,14,23.3,3.5,VAPOR,,PRESS,MEGA,1,,,480,2000,1,68,1,,0,Hippocampus,Left,MATLAB,0,Gannet,,0,0,,,,,,,,40,25,20,20,"Jeffrey.Lieberman@nyspi.columbia.edu, sas68@columbia.edu",Aaron pls review Glx values (right column? Says Glx/tCr but doesn't look right),
,X,X,2020_provenzano_87,2,1,0,Psychosis,High-risk for psychosis,Baseline,,10.1016/j.biopsych.2019.09.022,Hippocampal Pathology in Clinical High-Risk Patients and the Onset of Schizophrenia.,3,Philips,Achieva,44,75,23,52,21.2,3.9,VAPOR,,PRESS,MEGA,1,,,480,2000,1,68,1,,0,Hippocampus,Left,MATLAB,0,Gannet,,0,0,,,,,,,,40,25,20,20,"Jeffrey.Lieberman@nyspi.columbia.edu, sas68@columbia.edu",,
,X,X,2020_provenzano_87,3,1,0,Psychosis,High-risk for psychosis Converters,Follow up,,10.1016/j.biopsych.2019.09.022,Hippocampal Pathology in Clinical High-Risk Patients and the Onset of Schizophrenia.,3,Philips,Achieva,13,25,3,22,20.4,3.8,VAPOR,,PRESS,MEGA,1,,,480,2000,1,68,1,,0,Hippocampus,Left,MATLAB,0,Gannet,,0,0,,,,,,,,40,25,20,20,"Jeffrey.Lieberman@nyspi.columbia.edu, sas68@columbia.edu",,
,X,X,2020_provenzano_87,4,1,0,Psychosis,High-risk for psychosis Non-converters,Follow up,,10.1016/j.biopsych.2019.09.022,Hippocampal Pathology in Clinical High-Risk Patients and the Onset of Schizophrenia.,3,Philips,Achieva,31,50,20,30,21.6,3.9,VAPOR,,PRESS,MEGA,1,,,480,2000,1,68,1,,0,Hippocampus,Left,MATLAB,0,Gannet,,0,0,,,,,,,,40,25,20,20,"Jeffrey.Lieberman@nyspi.columbia.edu, sas68@columbia.edu",,
,,X,2020_puledda_7,,,0,,,,,10.1002/acn3.50986,Insular and occipital changes in visual snow syndrome: a BOLD fMRI and MRS study.,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,
,X,X,2020_rafique_10,1,No Control,0,Healthy,,Pre-rTMS,Single rTMS,10.1002/brb3.1845,Assessing differential effects of single and accelerated low-frequency rTMS to the visual cortex on GABA and glutamate concentrations.,3,Siemens,Magnetom Tim Trio,,8,4,4,25.5,2.25,CHESS,,PRESS,MEGA,1,1500,1024,512,1500,1,68,1,,0,V1,Both,Gannet,0,Gannet,SPM,1,0,,,,,,,,25,25,25,15.625,steeves@yorku.ca,,
,X,X,2020_rafique_10,2,No Control,0,Healthy,,Immediate post-rTMS,Single rTMS,10.1002/brb3.1845,Assessing differential effects of single and accelerated low-frequency rTMS to the visual cortex on GABA and glutamate concentrations.,3,Siemens,Magnetom Tim Trio,,8,4,4,25.5,2.25,CHESS,,PRESS,MEGA,1,1500,1024,512,1500,1,68,1,,0,V1,Both,Gannet,0,Gannet,SPM,1,0,,,,,,,,25,25,25,15.625,steeves@yorku.ca,,
,X,X,2020_rafique_10,3,No Control,0,Healthy,,1hr post-rTMS,Single rTMS,10.1002/brb3.1845,Assessing differential effects of single and accelerated low-frequency rTMS to the visual cortex on GABA and glutamate concentrations.,3,Siemens,Magnetom Tim Trio,,8,4,4,25.5,2.25,CHESS,,PRESS,MEGA,1,1500,1024,512,1500,1,68,1,,0,V1,Both,Gannet,0,Gannet,SPM,1,0,,,,,,,,25,25,25,15.625,steeves@yorku.ca,,
,X,X,2020_rafique_10,4,No Control,0,Healthy,,Pre-rTMS,5 accelerated rTMS,10.1002/brb3.1845,Assessing differential effects of single and accelerated low-frequency rTMS to the visual cortex on GABA and glutamate concentrations.,3,Siemens,Magnetom Tim Trio,,8,2,6,24.75,1.07,CHESS,,PRESS,MEGA,1,1500,1024,512,1500,1,68,1,,0,V1,Both,Gannet,0,Gannet,SPM,1,0,,,,,,,,25,25,25,15.625,steeves@yorku.ca,,
,X,X,2020_rafique_10,5,No Control,0,Healthy,,Immediate post-rTMS,5 accelerated rTMS,10.1002/brb3.1845,Assessing differential effects of single and accelerated low-frequency rTMS to the visual cortex on GABA and glutamate concentrations.,3,Siemens,Magnetom Tim Trio,,8,2,6,24.75,1.07,CHESS,,PRESS,MEGA,1,1500,1024,512,1500,1,68,1,,0,V1,Both,Gannet,0,Gannet,SPM,1,0,,,,,,,,25,25,25,15.625,steeves@yorku.ca,,
,X,X,2020_rafique_10,6,No Control,0,Healthy,,24hr post-rTMS,5 accelerated rTMS,10.1002/brb3.1845,Assessing differential effects of single and accelerated low-frequency rTMS to the visual cortex on GABA and glutamate concentrations.,3,Siemens,Magnetom Tim Trio,,8,2,6,24.75,1.07,CHESS,,PRESS,MEGA,1,1500,1024,512,1500,1,68,1,,0,V1,Both,Gannet,0,Gannet,SPM,1,0,,,,,,,,25,25,25,15.625,steeves@yorku.ca,,
,X,X,2020_rafique_10,7,No Control,0,Healthy,,1wk post-rTMS,5 accelerated rTMS,10.1002/brb3.1845,Assessing differential effects of single and accelerated low-frequency rTMS to the visual cortex on GABA and glutamate concentrations.,3,Siemens,Magnetom Tim Trio,,8,2,6,24.75,1.07,CHESS,,PRESS,MEGA,1,1500,1024,512,1500,1,68,1,,0,V1,Both,Gannet,0,Gannet,SPM,1,0,,,,,,,,25,25,25,15.625,steeves@yorku.ca,,
,X,X,2020_savic_30,1,No Control,0,Control,,,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,15,16,27.55,5.75,CHESS,,,,,5000,,128,2000,1,"40, 19",2,,0,"medial Prefrontal cortex, Anterior Cingulate",,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,X,X,2020_savic_30,2,No Control,0,Control,,,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,15,16,27.55,5.75,CHESS,,,,,5000,,128,2000,1,"40, 19",2,,0,Insular Cortex ,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,X,X,2020_savic_30,3,No Control,0,Control,,,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,15,16,27.55,5.75,CHESS,,,,,5000,,192,2000,1,"40, 19",2,,0,Amygdala,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,X,X,2020_savic_30,4,No Control,0,Control,,,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,15,16,27.55,5.75,CHESS,,,,,5000,,128,2000,1,"40, 19",2,,0,"Posterior Cingulate Cortex, Precuneus",,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,X,X,2020_savic_30,5,1,0,Stress,Exhaustion Syndrome (Severe stress & adjustment disorder),,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,16,14,83.9,14.7,CHESS,,,,,5000,,128,2000,1,"40, 19",2,,0,"medial Prefrontal cortex, Anterior Cingulate",,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,X,X,2020_savic_30,6,2,0,Stress,Exhaustion Syndrome (Severe stress & adjustment disorder),,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,16,14,83.9,14.7,CHESS,,,,,5000,,128,2000,1,"40, 19",2,,0,Insular Cortex ,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,X,X,2020_savic_30,7,3,0,Stress,Exhaustion Syndrome (Severe stress & adjustment disorder),,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,16,14,83.9,14.7,CHESS,,,,,5000,,192,2000,1,"40, 19",2,,0,Amygdala,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,X,X,2020_savic_30,8,4,0,Stress,Exhaustion Syndrome (Severe stress & adjustment disorder),,,10.1093/cercor/bhz340,MRS Shows Regionally Increased Glutamate Levels among Patients with Exhaustion Syndrome Due to Occupational Stress,3,Discovery,,,,16,14,83.9,14.7,CHESS,,,,,5000,,128,2000,1,"40, 19",2,,0,"Posterior Cingulate Cortex, Precuneus",,LCModel,,LCModel,,,,,,,,,,,,,,0,Ivanka.savic-berglund@ki.se,,
,,X,2020_schranz_14,1,No Control,0,Control,Sedentary - No Sport,,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,23,25,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,2,No Control,0,Control,Non Contact Sport In-Season,In-Season,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,3,No Control,0,Control,Non Contact Sport Off-Season,Off-Season,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,4,"001, 002, 003",0,TBI,Contact Sport In-Season,In-Season,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,5,"001, 002, 003",0,TBI,Contact Sport Off-Season,Off-Season,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,6,No Control,0,Control,Rowers,,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,7,No Control,0,Control,Swimmers,,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,8,No Control,0,Control,Non-contact Athletes ,,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,,X,2020_schranz_14,9,"006, 007, 008,",0,TBI,Contact Athletes ,,,10.3389/fnhum.2020.593498,Brain Metabolite Levels in Sedentary Women and Non-contact Athletes Differ From Contact Athletes,3,Magneton ,Tim Trio ,,,,,,,,,PRESS,,1,,1024,,2000,1,135,1,,0,Prefrontal Region,Right,,,,,,,,,,,,,,20,20,15,6,,,
,X,X,2020_sendur_31,1,5,0,Depression,moderate/severe non-chronic major depression disorder,Pre,Anti-Depressants,10.5080/u22978,Study on Dorsolateral Prefrontal Cortex Neurochemical Metabolite Levels of Patients with Major Depression Using H-MRS Technique.,1.5,Philips,Ingenia,30,30,23,7,38.8,11.1,CHESS,,PRESS,,0,,,,5200,1,144,1,,0,dorsolateral prefrontal cortex,Right,,,,,0,0,,,,,,,,,,,0,ibosendur@hotmail.com,,
,X,X,2020_sendur_31,2,6,0,Depression,moderate/severe non-chronic major depression disorder,Pre,Anti-Depressants,10.5080/u22978,Study on Dorsolateral Prefrontal Cortex Neurochemical Metabolite Levels of Patients with Major Depression Using H-MRS Technique.,1.5,Philips,Ingenia,30,30,23,7,38.8,11.1,CHESS,,PRESS,,0,,,,5200,1,144,1,,0,dorsolateral prefrontal cortex,Left,,,,,0,0,,,,,,,,,,,0,ibosendur@hotmail.com,,
,X,X,2020_sendur_31,3,5,1,Depression,moderate/severe non-chronic major depression disorder,Post,Anti-Depressants,10.5080/u22978,Study on Dorsolateral Prefrontal Cortex Neurochemical Metabolite Levels of Patients with Major Depression Using H-MRS Technique.,1.5,Philips,Ingenia,30,30,23,7,38.8,11.1,CHESS,,PRESS,,0,,,,5200,1,144,1,,0,dorsolateral prefrontal cortex,Right,,,,,0,0,,,,,,,,,,,0,ibosendur@hotmail.com,,
,X,X,2020_sendur_31,4,6,1,Depression,moderate/severe non-chronic major depression disorder,Post,Anti-Depressants,10.5080/u22978,Study on Dorsolateral Prefrontal Cortex Neurochemical Metabolite Levels of Patients with Major Depression Using H-MRS Technique.,1.5,Philips,Ingenia,30,30,23,7,38.8,11.1,CHESS,,PRESS,,0,,,,5200,1,144,1,,0,dorsolateral prefrontal cortex,Left,,,,,0,0,,,,,,,,,,,0,ibosendur@hotmail.com,,
,X,X,2020_sendur_31,5,No Control,0,Control,,,,10.5080/u22978,Study on Dorsolateral Prefrontal Cortex Neurochemical Metabolite Levels of Patients with Major Depression Using H-MRS Technique.,1.5,Philips,Ingenia,30,30,,,33.4,8.7,CHESS,,PRESS,,0,,,,5200,1,144,1,,0,dorsolateral prefrontal cortex,Right,,,,,0,0,,,,,,,,,,,0,ibosendur@hotmail.com,,
,X,X,2020_sendur_31,6,No Control,0,Control,,,,10.5080/u22978,Study on Dorsolateral Prefrontal Cortex Neurochemical Metabolite Levels of Patients with Major Depression Using H-MRS Technique.,1.5,Philips,Ingenia,30,30,,,33.4,8.7,CHESS,,PRESS,,0,,,,5200,1,144,1,,0,dorsolateral prefrontal cortex,Left,,,,,0,0,,,,,,,,,,,0,ibosendur@hotmail.com,,
,,X,2020_shah_124,1,4,0,Schizophrenia,UTRS,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,24,5,19,45.54,12.7,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Left,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,ariel.graff@camh.ca,
,,X,2020_shah_124,2,4,0,Schizophrenia,Cloz-Resp,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,25,7,18,41.4,11,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Left,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,ariel.graff@camh.ca,
,,X,2020_shah_124,3,4,0,Schizophrenia,FL-Resp,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,19,4,15,44.95,13.07,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Left,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,,
,,X,2020_shah_124,4,No Control,0,Control,,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,26,7,19,40.77,13.24,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Left,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,,
,,X,2020_shah_124,5,8,0,Schizophrenia,UTRS,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,24,5,19,45.54,12.7,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,,
,,X,2020_shah_124,6,8,0,Schizophrenia,Cloz-Resp,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,25,7,18,41.4,11,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,,
,,X,2020_shah_124,7,8,0,Schizophrenia,FL-Resp,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,19,4,15,44.95,13.07,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,,
,,X,2020_shah_124,8,No Control,0,Control,,,,10.1016/j.jpsychires.2020.02.032,Glutamatergic neurometabolites and cortical thickness in treatment-resistant schizophrenia: Implications for glutamate-mediated excitotoxicity.,3,GE ,Discovery,,26,7,19,40.77,13.24,,,,,1,,,,2000,1,35,1,,0,Hemisphere,Right,LCModel,,LCModel,,,,,,,,,,,,,,0,ariel_graff@yahoo.com,,
,X,X,2020_sheth_123,1,2,0,TBI,,,,10.1152/jn.00765.2019,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,3,Siemens,,,53,,,38.3,9.1,,,,,,,,,2000,1,3.53,1,1100,0,Anterior Cingulate Cortex,,ProFit,,,,,,,69.4,5.4,30.6,5.4,,,25,25,30,18.75,,,
,X,X,2020_sheth_123,2,No Control,0,Control,,,,10.1152/jn.00765.2019,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,3,Siemens,,,26,,,34.3,9.2,,,,,,,,,2000,1,3.53,1,1100,0,Anterior Cingulate Cortex,,ProFit,,,,,,,69.9,2.9,30,2.9,,,25,25,30,18.75,,,
,X,X,2020_simani_112,1,No Control,0,Control,,,,10.1016/j.yebeh.2020.107480,Neurochemicals of limbic system and thalamofrontal cortical network: Are they different between patients with idiopathic generalized epilepsy and psychogenic nonepileptic seizure?,3,Siemens,Prisma,,35,20,15,31.94,7.56,CHESS,,PRESS,,,2000,,,1500,1,35,1,,0,Dorsal Lateral Prefrontal Cortex,Right,TARQUIN,,TARQUIN,,,,,,,,,,,10,10,12,1.2,,,
