Completed,Download,Reference,ID,Group,Add_Description,Breed,Old_Name,Old_ID,DOI,Title,Tesla,Scanner,Model,Acq_Type,Subject,N_Exclusions,N_Total,Female,Male,Age,Age_Std,Age_Unit,Water_Supp,Lipid_Supp,Metab-Modifier,TI,N_TI,T2_Filter,Localization,Multi-Scan_Method,Water_Reference,Bandwidth (Hz),Vector-Size,N_Averages,TR,N_TR,TE,N_TE,Processing,Fit,T1_Corrected,Fit_Type,Segmentation,Region,Tissue,GM,GM_Std,WM,WM_Std,CSF,CSF_Std,Voxel_X,Voxel_Y,Voxel_Z,Volume,Notes,Contact,Emailed,PerCom,Volume
1,X,2008_kirov_60,14,Adolescent,,,"Kirov et al., 2008",N,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Globus Pallidus,GM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,15,Adolescent,,,"Kirov et al., 2008",O,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Putamen,GM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,16,Adolescent,,,"Kirov et al., 2008",P,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Splenium,WM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,17,Adolescent,,,"Kirov et al., 2008",Q,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Genu,WM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,18,Adolescent,,,"Kirov et al., 2008",R,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Centrum Semiovale,WM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,19,Adolescent,,,"Kirov et al., 2008",S,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Occipital,WM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,20,Adolescent,,,"Kirov et al., 2008",T,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,4,3,1,13,1,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Corona Radiata,WM,,,,,,,10,11.2,11.2,1.25,Adolescent,,,,60
1,X,2008_kirov_60,21,Mid-Aged,,,"Kirov et al., 2008",U,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Caudate,GM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,22,Mid-Aged,,,"Kirov et al., 2008",V,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Thalamus,GM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,23,Mid-Aged,,,"Kirov et al., 2008",W,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Cingulate,GM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,24,Mid-Aged,,,"Kirov et al., 2008",X,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Globus Pallidus,GM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,25,Mid-Aged,,,"Kirov et al., 2008",Y,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Putamen,GM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,26,Mid-Aged,,,"Kirov et al., 2008",Z,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Splenium,WM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,27,Mid-Aged,,,"Kirov et al., 2008",AA,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Genu,WM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,28,Mid-Aged,,,"Kirov et al., 2008",AB,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Centrum Semiovale,WM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,29,Mid-Aged,,,"Kirov et al., 2008",AC,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Occipital,WM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,30,Mid-Aged,,,"Kirov et al., 2008",AD,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,2,1,1,51,6,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Corona Radiata,WM,,,,,,,10,11.2,11.2,1.25,Mid-Aged,,,,60
1,X,2008_kirov_60,31,Aged,,,"Kirov et al., 2008",AE,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Caudate,GM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,32,Aged,,,"Kirov et al., 2008",AF,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Thalamus,GM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,33,Aged,,,"Kirov et al., 2008",AG,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Cingulate,GM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,34,Aged,,,"Kirov et al., 2008",AH,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Globus Pallidus,GM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,35,Aged,,,"Kirov et al., 2008",AI,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Putamen,GM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,36,Aged,,,"Kirov et al., 2008",AJ,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Splenium,WM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,37,Aged,,,"Kirov et al., 2008",AK,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Genu,WM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,38,Aged,,,"Kirov et al., 2008",AL,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Centrum Semiovale,WM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,39,Aged,,,"Kirov et al., 2008",AM,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Occipital,WM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,2008_kirov_60,40,Aged,,,"Kirov et al., 2008",AN,10.1002/mrm.21715,Age dependence of regional proton metabolites T2 relaxation times in the human brain at 3 T,3,Siemens,Trio,In Vivo,Human,,6,3,3,74,3,Years,,,,,,0,PRESS,,,,,,1260,1,35-260,2,In-House,In-House,,,,Corona Radiata,WM,,,,,,,10,11.2,11.2,1.25,Aged,,,,60
1,X,1993_kreis_30,1,Control,,,"Kreis et al., 1993",,10.1002/mrm.1910300405,Development of the human brain: in vivo quantification of metabolite and water content with proton magnetic resonance spectroscopy,1.5,GE,,In Vivo,Human,,7,,,28.08,1.6,Years,Custom,,,,,0,STEAM,,,1953,2048,64- 512,2870,1,30-270,6,In-House,In-House,,,,Parietal/Occipital,GM,,,,,,,,,,0,Age Approximated,,,,30
1,X,1993_kreis_30,2,Control,,,"Kreis et al., 1993",,10.1002/mrm.1910300405,Development of the human brain: in vivo quantification of metabolite and water content with proton magnetic resonance spectroscopy,1.5,GE,,In Vivo,Human,,6,,,28.08,1.6,Years,Custom,,,,,0,STEAM,,,1953,2048,64- 512,2870,1,30-270,6,In-House,In-House,,,,Parietal/Occipital,GM,,,,,,,,,,0,Age Approximated,,,,30
1,X,1993_kreis_30,3,Control,,,"Kreis et al., 1993",,10.1002/mrm.1910300405,Development of the human brain: in vivo quantification of metabolite and water content with proton magnetic resonance spectroscopy,1.5,GE,,In Vivo,Human,,4,,,28.08,1.6,Years,Custom,,,,,0,STEAM,,,1953,2048,64- 512,2870,1,30-270,6,In-House,In-House,,,,Parietal/Occipital,GM,,,,,,,,,,0,Age Approximated,,,,30
1,X,1993_kreis_30,4,Newborn,,,"Kreis et al., 1993",,10.1002/mrm.1910300405,Development of the human brain: in vivo quantification of metabolite and water content with proton magnetic resonance spectroscopy,1.5,GE,,In Vivo,Human,,6,,,42,3,Weeks,Custom,,,,,0,STEAM,,,1953,2048,64- 512,2870,1,30-270,6,In-House,In-House,,,,Parietal/Occipital,GM,,,,,,,,,,0,Age Approximated,,,,30
1,X,1993_kreis_30,5,Newborn,,,"Kreis et al., 1993",,10.1002/mrm.1910300405,Development of the human brain: in vivo quantification of metabolite and water content with proton magnetic resonance spectroscopy,1.5,GE,,In Vivo,Human,,5,,,42,3,Weeks,Custom,,,,,0,STEAM,,,1953,2048,64- 512,2870,1,30-270,6,In-House,In-House,,,,Parietal/Occipital,GM,,,,,,,,,,0,Age Approximated,,,,30
1,X,1993_kreis_30,6,Newborn,,,"Kreis et al., 1993",,10.1002/mrm.1910300405,Development of the human brain: in vivo quantification of metabolite and water content with proton magnetic resonance spectroscopy,1.5,GE,,In Vivo,Human,,4,,,42,3,Weeks,Custom,,,,,0,STEAM,,,1953,2048,64- 512,2870,1,30-270,6,In-House,In-House,,,,Parietal/Occipital,GM,,,,,,,,,,0,Age Approximated,,,,30
1,X,2005_kreis_54,1,Healthy,,,"Kreis et al., 2005",B,10.1002/mrm.20673,"Integrated data acquisition and processing to determine metabolite contents, relaxation times, and macromolecule baseline in single examinations of individual subjects",1.5,GE,,In Vivo,Human,,25,,,15-78,,Years,Custom,,,,,0,PRESS,,,,,,,,20-1500,7,JMRUI,In-House,,,,Centrum Semiovale,Unknown,,,,,,,,,,16-Oct,,,,,54
1,X,2020_landheer_84,1,Healthy,,,"Landheer et al., 2020",A,10.1002/mrm.28282,Concentration and effective T2 relaxation times of macromolecules at 3T,3,Siemens,,In Vivo,Human,,5,5,0,22.4,4.6,Years,VAPOR,,Nulled,,,0,semi-LASER,,,,,8,2000,1,20.1-62.1,8,INSPECTOR,INSPECTOR,,,SPM (version 12),Frontal,GM,64,4,16,3,20,2,27.5,27.5,27.5,20.8,,,,,84
1,X,2020_landheer_84,2,Healthy,,,"Landheer et al., 2020",B,10.1002/mrm.28282,Concentration and effective T2 relaxation times of macromolecules at 3T,3,Siemens,,In Vivo,Human,,5,0,5,22.4,4.6,Years,VAPOR,,Nulled,,,0,semi-LASER,,,,,8,2000,1,20.1-62.1,8,INSPECTOR,INSPECTOR,,,SPM (version 12),Frontal,GM,64,4,16,3,20,2,27.5,27.5,27.5,20.8,,,,,84
1,X,2020_landheer_84,3,Healthy,,,"Landheer et al., 2020",C,10.1002/mrm.28282,Concentration and effective T2 relaxation times of macromolecules at 3T,3,Siemens,,In Vivo,Human,,5,5,0,24,5.8,Years,VAPOR,,Nulled,,,0,semi-LASER,,,,,8,2000,1,20.1-62.1,8,INSPECTOR,INSPECTOR,,,SPM (version 12),Occipital,GM,69,3,21,3,10,3,27.5,27.5,27.5,20.8,,,,,84
1,X,2020_landheer_84,4,Healthy,,,"Landheer et al., 2020",D,10.1002/mrm.28282,Concentration and effective T2 relaxation times of macromolecules at 3T,3,Siemens,,In Vivo,Human,,5,0,5,24,5.8,Years,VAPOR,,Nulled,,,0,semi-LASER,,,,,8,2000,1,20.1-62.1,8,INSPECTOR,INSPECTOR,,,SPM (version 12),Occipital,GM,69,3,21,3,10,3,27.5,27.5,27.5,20.8,,,,,84
1,X,2003_lei_49,1,Control,,Sprague-Dawley,"Lei et al., 2003",A,10.1002/mrm.10490,Changes in the proton T2 relaxation times of cerebral water and metabolites during forebrain ischemia in rat at 9.4 T,9.4,Varian,,In Vivo,Rat,,8,,8,,,,VAPOR,,,,,0,PRESS,,,5000,1500,16- 32,3700,1,20- 250,23,,,,,,,Unknown,,,,,,,5,5,7,0.18,,,,,49
1,X,2003_lei_49,2,Ischemia,,Sprague-Dawley,"Lei et al., 2003",B,10.1002/mrm.10490,Changes in the proton T2 relaxation times of cerebral water and metabolites during forebrain ischemia in rat at 9.4 T,9.4,Varian,,In Vivo,Rat,,8,,8,,,,VAPOR,,,,,0,PRESS,,,5000,1500,16- 32,3700,1,20- 250,23,,,,,,,Unknown,,,,,,,5,5,7,0.18,,,,,49
1,X,2003_lei_49,3,Reperfusion,,Sprague-Dawley,"Lei et al., 2003",C,10.1002/mrm.10490,Changes in the proton T2 relaxation times of cerebral water and metabolites during forebrain ischemia in rat at 9.4 T,9.4,Varian,,In Vivo,Rat,,8,,8,,,,VAPOR,,,,,0,PRESS,,,5000,1500,16- 32,3700,1,20- 250,23,,,,,,,Unknown,,,,,,,5,5,7,0.18,,,,,49
1,X,2003_lei_49,4,Control,,Sprague-Dawley,"Lei et al., 2003",D,10.1002/mrm.10490,Changes in the proton T2 relaxation times of cerebral water and metabolites during forebrain ischemia in rat at 9.4 T,9.4,Varian,,In Vivo,Rat,,4,,4,,,,VAPOR,,,,,0,PRESS,,,5000,1500,16- 32,3700,1,20- 250,23,,,,,,,Unknown,,,,,,,5,5,7,0.18,,,,,49
1,X,2008_li_28,1,Healthy,,,"Li et al., 2008",C,10.1002/jmri.21453,Comparison of T1 and T2 Metabolite Relaxation Times in Glioma and Normal Brain at 3T,3,GE,,In Vivo,Human,,20,,,28,,Years,,,,,,0,PRESS,J-Resolved,,5000,2048,8,2000,1,35-192.5,64,LCModel,LCModel/Quest,,,,Parietal,WM,,,75,,,,,,,8,,yan.li@ucsf.edu,1,1,28
1,X,2012_li,1,Healthy,,,"Li et al., 2012",B,10.4172/2155-9937.S1-002,T1 and T2 Metabolite Relaxation Times in Normal Brain at 3T and 7T,3,GE,,In Vivo,Human,,10,,,29,,Years,,,,,,0,PRESS,J-Resolved,,4000,2048,2,2000,1,35-192.5,64,In-House,In-House,,,,Parietal,WM,,,,,,,,,,8,,yan.li@radiology.ucsf.edu,1,,
1,X,2012_li,2,Healthy,,,"Li et al., 2012",D,10.4172/2155-9937.S1-002,T1 and T2 Metabolite Relaxation Times in Normal Brain at 3T and 7T,7,GE,,In Vivo,Human,,12,,,29,,Years,,,,,,0,PRESS,J-Resolved,,5000,2048,2,2000,1,35-275,48,In-House,In-House,,,,Parietal,WM,,,,,,,,,,8,,yan.li@radiology.ucsf.edu,1,,
1,X,2018_li_79,1,Healthy,,,"Li et al., 2018",C,10.1002/mrm.26941,A novel approach to probing in vivo metabolite relaxation: Linear quantification of spatially modulated magnetization,7,Siemens,,In Vivo,Human,,5,4,1,24-40,,Years,,,,,,0,PRESS,,,,2048,4,8500,1,57-286,7,LCModel,LCModel,,,,Occipital,Unknown,,,,,,,20,20,20,8,,,,,79
1,X,2018_li_79,2,Healthy,,,"Li et al., 2018",D,10.1002/mrm.26941,A novel approach to probing in vivo metabolite relaxation: Linear quantification of spatially modulated magnetization,7,Siemens,,In Vivo,Human,,5,4,1,24-40,,Years,,,,425-6725,10,MARZss,PRESS,,,,2048,4,8500,1,"37,69",2,LCModel,LCModel,,,,Occipital,Unknown,,,,,,,20,20,20,8,,,,,79
1,X,2018_li_79,3,Phantom,,,"Li et al., 2018",E,10.1002/mrm.26941,A novel approach to probing in vivo metabolite relaxation: Linear quantification of spatially modulated magnetization,7,Siemens,,In Vitro,Solution,,,,,,,,,,,425-6725,10,0,PRESS,,,,2048,12,8500,1,"37,69",2,LCModel,LCModel,,,,,Unknown,,,,,,,20,20,20,8,,,,,79
1,X,2018_li_79,4,Phantom,,,"Li et al., 2018",F,10.1002/mrm.26941,A novel approach to probing in vivo metabolite relaxation: Linear quantification of spatially modulated magnetization,7,Siemens,,In Vitro,Solution,,,,,,,,,,,425-6725,10,MARZss,PRESS,,,,2048,12,8500,1,"37,69",2,LCModel,LCModel,,,,,Unknown,,,,,,,20,20,20,8,,,,,79
1,X,2019_li_14,1,Healthy,,,"Li et al., 2019",D,10.1371/journal.pone.0215210,Quantification of in vivo transverse relaxation of glutamate in the frontal cortex of human brain by radio frequency pulse-driven longitudinal steady state,7,Siemens,,In Vivo,Human,,9,6,3,27-49,,Years,Custom,,,,,MARZss,PRESS,,,,2048,16,4500-8500,4,"37,69",2,LCModel,LCModel,,,,Medial Frontal,GM,65,4,22,3,13,2,20,20,20,8,,,,,14
1,X,2019_li_14,2,Healthy,,,"Li et al., 2019",E,10.1371/journal.pone.0215210,Quantification of in vivo transverse relaxation of glutamate in the frontal cortex of human brain by radio frequency pulse-driven longitudinal steady state,7,Siemens,,In Vivo,Human,,9,6,3,27-49,,Years,Custom,,,,,MARZss,PRESS,,,,2048,16,4500-8500,4,"37,69",2,LCModel,LCModel,,,,Left Frontal,WM,14,2,73,3,13,3,20,20,20,8,,,,,14
1,X,2019_li_14,3,Healthy,,,"Li et al., 2019",F,10.1371/journal.pone.0215210,Quantification of in vivo transverse relaxation of glutamate in the frontal cortex of human brain by radio frequency pulse-driven longitudinal steady state,7,Siemens,,In Vivo,Human,,8,6,3,27-49,,Years,Custom,,,,,MARZss,PRESS,,,,2048,16,4500-8500,4,"37,69",2,LCModel,LCModel,,,,Occipital,Mix,55,3,25,3,20,3,20,20,20,8,,,,,14
1,X,2016_lin_76,1,Phantom,,,,,10.1002/mrm.26066,Localized One-Dimensional Single Voxel Magnetic Resonance Spectroscopy without J Coupling Modulations,11.7,Varian,,In Vitro,Phantom,,1,,,,,,VAPOR,,,,,0,PRESS,,,,,8,5000,1,"20,40,60,80,100,120,130,160",8,,,,,,,Unknown,,,,,,,4,4,16,0.256,,,,,
1,X,2016_lin_76,2,Phantom,,,,,10.1002/mrm.26066,Localized One-Dimensional Single Voxel Magnetic Resonance Spectroscopy without J Coupling Modulations,11.7,Varian,,In Vitro,Phantom,,1,,,,,,VAPOR,,,,,0,PRESS-IR,,,,,8,5000,1,"20,40,60,80,100,120,130,160",8,,,,,,,Unknown,,,,,,,4,4,16,0.256,,,,,
1,X,2008_liu_59,1,Healthy,,,,,10.1002/mrm.21574,Regional Metabolite T2 in the Healthy Rhesus Macaque Brain at 7T,7,Siemens,Imager,In Vivo,Primate,,4,2,2,13-Sep,,Years,,,,,,0,PRESS,,,4000,2048,"4, 12",1600,1,"39, 165",2,In-House,In-House,,Monoexponential,,Caudate,GM,,,,,,,,,,0.4,,,,,
1,X,2008_liu_59,2,Healthy,,,,,10.1002/mrm.21574,Regional Metabolite T2 in the Healthy Rhesus Macaque Brain at 7T,7,Siemens,Imager,In Vivo,Primate,,4,2,2,13-Sep,,Years,,,,,,0,PRESS,,,4000,2048,"4, 12",1600,1,"39, 165",2,In-House,In-House,,Monoexponential,,Thalamus,GM,,,,,,,,,,0.4,,,,,
1,X,2008_liu_59,3,Healthy,,,,,10.1002/mrm.21574,Regional Metabolite T2 in the Healthy Rhesus Macaque Brain at 7T,7,Siemens,Imager,In Vivo,Primate,,4,2,2,13-Sep,,Years,,,,,,0,PRESS,,,4000,2048,"4, 12",1600,1,"39, 165",2,In-House,In-House,,Monoexponential,,Putamen,GM,,,,,,,,,,0.4,,,,,
1,X,2008_liu_59,4,Healthy,,,,,10.1002/mrm.21574,Regional Metabolite T2 in the Healthy Rhesus Macaque Brain at 7T,7,Siemens,Imager,In Vivo,Primate,,4,2,2,13-Sep,,Years,,,,,,0,PRESS,,,4000,2048,"4, 12",1600,1,"39, 165",2,In-House,In-House,,Monoexponential,,Cingulate Gyrus,GM,,,,,,,,,,0.4,,,,,
1,X,2008_liu_59,5,Healthy,,,,,10.1002/mrm.21574,Regional Metabolite T2 in the Healthy Rhesus Macaque Brain at 7T,7,Siemens,Imager,In Vivo,Primate,,4,2,2,13-Sep,,Years,,,,,,0,PRESS,,,4000,2048,"4, 12",1600,1,"39, 165",2,In-House,In-House,,Monoexponential,,Splenium,WM,,,,,,,,,,0.4,,,,,
1,X,2008_liu_59,6,Healthy,,,,,10.1002/mrm.21574,Regional Metabolite T2 in the Healthy Rhesus Macaque Brain at 7T,7,Siemens,Imager,In Vivo,Primate,,4,2,2,13-Sep,,Years,,,,,,0,PRESS,,,4000,2048,"4, 12",1600,1,"39, 165",2,In-House,In-House,,Monoexponential,,Centrum Semiovale,WM,,,,,,,,,,0.4,,,,,
1,X,2012_liu_19,1,Cancer,Central Neurocytoma,,,,10.1016/j.acra.2012.02.019,Proton MR Spectroscopy of Central Neurocytoma Using Short and Long Echo Time:,3,,,In Vivo,,,2,1,1,29.5,5.5,Years,,,,,,0,PRESS,,,,,,2000,1,"30,135,270",3,MRUI,MRUI,,Monoexponential,,Tumor,Unknown,,,,,,,,,,0,,,,,
1,X,1995_longo_30,1,Control,Metabolite,,,,10.1097/00004424-199504000-00001,Absolute quantitation of brain 1h nuclear magnetic resonance spectra. comparison of different approaches,1.5,Philips,Gyroscan S15-HQ,In Vivo,Human,,12,8,4,23,,Years,Selective Inversion,,,,,0,PRESS,,,,,48,4500,1,"50,136,272",3,In-House,In-House,,Monoexponential,,Tempero-Parietal,Mix,,,,,,,,,,0,,,,,
1,X,1995_longo_30,2,Aged,Metabolite,,,,10.1097/00004424-199504000-00001,Absolute quantitation of brain 1h nuclear magnetic resonance spectra. comparison of different approaches,1.5,Philips,Gyroscan S15-HQ,In Vivo,Human,,6,5,1,76,,Years,Selective Inversion,,,,,0,PRESS,,,,,48,4500,1,"50,136,272",3,In-House,In-House,,Monoexponential,,Tempero-Parietal,Mix,,,,,,,30,30,30,27,,,,,
1,X,1995_longo_30,3,Control,Water,,,,10.1097/00004424-199504000-00001,Absolute quantitation of brain 1h nuclear magnetic resonance spectra. comparison of different approaches,1.5,Philips,Gyroscan S15-HQ,In Vivo,Human,,12,8,4,23,,Years,Selective Inversion,,,,,0,PRESS,,,,,4,4500,1,50-520,5,In-House,In-House,,Monoexponential,,Tempero-Parietal,Mix,,,,,,,,,,0,,,,,
1,X,1995_longo_30,4,Aged,Water,,,,10.1097/00004424-199504000-00001,Absolute quantitation of brain 1h nuclear magnetic resonance spectra. comparison of different approaches,1.5,Philips,Gyroscan S15-HQ,In Vivo,Human,,6,5,1,76,,Years,Selective Inversion,,,,,0,PRESS,,,,,4,4500,1,50-520,5,In-House,In-House,,Monoexponential,,Tempero-Parietal,Mix,,,,,,,30,30,30,27,,,,,
1,X,2015_lopez-kolkovsky_75,1,Healthy,,Dark Agouti,"Lopez-Kolkovsky et al., 2015",B,10.1002/mrm.25602,Metabolite and macromolecule T1 and T2 relaxation times in the rat brain in vivo at 17.2T,17.2,Bruker,,In Vivo,Rat,,6,,6,4,,Weeks,WET,,,,,0,LASER,,,,2048,128,5000,1,16.5-200,12,JMRUI,LCModel,,,,Cerebral Cortex,GM,82,2,14,1,4,2,5,2,5,0.05,,,,,75
1,X,2015_madan_73,1,Control,,,"Madan et al., 2015",A,10.1002/mrm.25352,Proton T2 measurement and quantification of lactate in brain tumors by MRS at 3 Tesla in vivo,3,Philips,,In Vivo,Human,,11,,,,,,,,,,,0,PRESS,,,2500,2048,16,2000,1,"58,88,118,148,178,208,238,268",8,LCModel,LCModel,,Monoexponential,,,Unknown,,,,,,,,,,0,,,,,73
1,X,2015_madan_73,2,Tumor,,,"Madan et al., 2015",B,10.1002/mrm.25352,Proton T2 measurement and quantification of lactate in brain tumors by MRS at 3 Tesla in vivo,3,Philips,,In Vivo,Human,,13,,,,,,,,,,,0,PRESS,,,2500,2048,16,2000,1,"58,88,118,148,178,208,238,268",8,LCModel,LCModel,,Monoexponential,,Tumor,Unknown,,,,,,,,,,0,,,,,73
