Metabolite,Name,PPM,Reference,ID,DOI,Subject,Tesla,T2,StdDev,R2,Notes,Old_Name,Old_ID
Cr_CH2,Cre_CH2,,2018_wong_31,1,10.1002/nbm.4002,Human,7,87,3,11.4943,,,
Cre_CH2,Cre_CH2,3.9,2020_murali-manohar_84,1,10.1002/mrm.28174,Human,9.4,81.8,10.8,12.2249,,"Murali-Manohar et al., 2019",A
Cre_CH2,Cre_CH2,3.9,2020_murali-manohar_84,2,10.1002/mrm.28174,Human,9.4,71.3,7.9,14.0252,,"Murali-Manohar et al., 2019",B
Cre_CH2,Cre_CH2,3.9,2020_murali-manohar_84,3,10.1002/mrm.28174,Human,9.4,61.7,3.1,16.2075,,"Murali-Manohar et al., 2019",C
Cre_CH2,Cre_CH2,3.911,2010_deelchand_206,1,10.1016/j.jmr.2010.06.006,Human,9.4,68.3,6.4,14.6413,,"Deelchand et al., 2010",B
Cre_CH2,Cre_CH2,,2015_deelchand_73,1,10.1002/mrm.25088,Rat,9.4,146,16,6.8493,,"Deelchand et al., 2015",A
Cre_CH2,Cre_CH2,,2015_deelchand_73,2,10.1002/mrm.25088,Rat,9.4,175,9,5.7143,,"Deelchand et al., 2015",B
Cre_CH2,Cre_CH2,,2015_deelchand_73,3,10.1002/mrm.25088,Rat,9.4,183,20,5.4645,,"Deelchand et al., 2015",C
tCr,Cre_CH2,3.92,2006_degraaf_56,2,10.1002/mrm.20946,Rat,9.4,127.8,5.7,7.8247,,"de Graaf et al., 2006",E
Cre_CH2,Cre_CH2,3.916,1999_pfeuffer_141,1,10.1006/jmre.1999.1895,Rat,9.4,91,7,10.989,,,
Cre,Cre_CH2,3.92,2007_xin_21,2,10.1002/nbm.1205,Phantom,9.4,354,9.5,2.8249,,"Xin et al., 2007",
tCr,Cre_CH2,3.92,2006_degraaf_56,3,10.1002/mrm.20946,Rat,11.7,124.8,7.3,8.0128,,"de Graaf et al., 2006",F
tCr_CH2,Cre_CH2,3.92,2013_xin_26,1,10.1007/s10334-013-0378-3,Rat,14.1,98,2,10.2041,,,
tCr_CH2,Cre_CH2,3.91/3.93,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,132,10,7.5758,,"Lopez-Kolkovsky et al., 2015",B
EtOH,EtOH_CH3,,1992_rose_23,3,10.1002/mrm.1910230213,Dog,2.4,335,20,2.9851,,,
EtOH,EtOH_CH3,,2000_sammi_44,1,10.1002/1522-2594(200007)44:1<35::AID-MRM7>3.0.CO;2-G,Human,4,82,12,12.1951,,,
EtOH,EtOH_CH3,1.18,1997_govindaraju_32,1,10.1093/oxfordjournals.alcalc.a008317,Rat,11.7,271,76,3.69,,,
EtOH,EtOH_CH3,1.18,1997_govindaraju_32,2,10.1093/oxfordjournals.alcalc.a008317,Rat,11.7,218,82,4.5872,,,
GABA,GABA,3,2012_edden_35,1,10.1002/jmri.22865,Human,3,88,12,11.3636,,"Edden et al., 2012",A
GABA,GABA,"2.283, 1.889, 3.012",2018_wyss_80,2,10.1002/mrm.27067,Human,3,75,25,13.3333,,"Wyss et al., 2018",B
GABA,GABA,"2.283, 1.889, 3.012",2018_wyss_80,3,10.1002/mrm.27067,Human,3,102,19,9.8039,,"Wyss et al., 2018",C
GABA,GABA,,2013_andreychenko_26,1,10.1002/nbm.2997,Human,7,87,11,11.4943,,"Andreychenko et al., 2013",B
GABA,GABA,,2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,105,23,9.5238,,"Xin et al., 2007",A
GABA,GABA,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,78,20,12.8205,,"Lopez-Kolkovsky et al., 2015",B
Glc,Glc,,2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,104,21,9.6154,,"Xin et al., 2007",A
Glc,Glc,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,170,26,5.8824,,"Lopez-Kolkovsky et al., 2015",B
Glu,Glu,2.35,2006_choi_56,1,10.1002/mrm.21055,Human,3,201,18,4.9751,,"Choi et al., 2006",A
Glu,Glu,2.35,2006_choi_56,2,10.1002/mrm.21055,Human,3,198,22,5.0505,,"Choi et al., 2006",B
Glu,Glu,,2018_deelchand_79,1,10.1002/mrm.26826,Human,3,170,10,5.8824,LASER,"Deelchand et al., 2018",A
Glu,Glu,,2018_deelchand_79,2,10.1002/mrm.26826,Human,3,191,23,5.2356,PRESS,"Deelchand et al., 2018",B
Glu,Glu,,2020_deelchand_95,1,10.1016/j.neurobiolaging.2020.07.017,Human,3,177,10,5.6497,,"Deelchand et al., 2020",A
Glu,Glu,,2020_deelchand_95,2,10.1016/j.neurobiolaging.2020.07.017,Human,3,177,10,5.6497,,"Deelchand et al., 2020",B
Glu,Glu,,2020_deelchand_95,3,10.1016/j.neurobiolaging.2020.07.017,Human,3,194,11,5.1546,,"Deelchand et al., 2020",C
Glu,Glu,,2020_deelchand_95,4,10.1016/j.neurobiolaging.2020.07.017,Human,3,171,8,5.848,,"Deelchand et al., 2020",D
Glu,Glu,,2020_deelchand_95,5,10.1016/j.neurobiolaging.2020.07.017,Human,3,168,13,5.9524,,"Deelchand et al., 2020",E
Glu,Glu,,2020_deelchand_95,6,10.1016/j.neurobiolaging.2020.07.017,Human,3,190,24,5.2632,,"Deelchand et al., 2020",F
Glu,Glu,2.35,2012_ganji_25,1,10.1002/nbm.1767,Human,3,181,16,5.5249,,"Ganji et al., 2012",A
Glu,Glu,2.35,2012_ganji_25,2,10.1002/nbm.1767,Human,3,180,12,5.5556,,"Ganji et al., 2012",B
Glu,Glu,"3.746, 2.042, 2.120, 2.336, 2.352",2018_wyss_80,1,10.1002/mrm.27067,Human,3,124,37,8.0645,,"Wyss et al., 2018",A
Glu,Glu,"3.746, 2.042, 2.120, 2.336, 2.352",2018_wyss_80,2,10.1002/mrm.27067,Human,3,122,32,8.1967,,"Wyss et al., 2018",B
Glu,Glu,"3.746, 2.042, 2.120, 2.336, 2.352",2018_wyss_80,3,10.1002/mrm.27067,Human,3,135,28,7.4074,,"Wyss et al., 2018",C
Glu,Glu,2.35,2015_zhang_76,1,10.1002/mrm.25922,Human,3,185,12,5.4054,,"Zhang et al., 2015",A
Glu,Glu,2.35,2015_zhang_76,2,10.1002/mrm.25922,Human,3,146,18,6.8493,,"Zhang et al., 2015",B
Glu,Glu,,2012_deelchand_67,1,10.1002/mrm.23080,Human,4,125,10,8,,"Deelchand et al., 2012",A
Glu,Glu,,2017_an_78,1,10.1002/mrm.26612,Human,7,184,18,5.4348,,"An et al., 2017",E
Glu,Glu,,2017_an_78,2,10.1002/mrm.26612,Human,7,139,8,7.1942,,"An et al., 2017",F
Glu,Glu,,2017_an_78,3,10.1002/mrm.26612,Human,7,175,30,5.7143,Conventional Method,"An et al., 2017",G
Glu,Glu,,2017_an_78,4,10.1002/mrm.26612,Human,7,144,22,6.9444,Conventional Method,"An et al., 2017",H
Glu,Glu,,2018_li_79,2,10.1002/mrm.26941,Human,7,155,45,6.4516,MARZss,"Li et al., 2018",D
Glu,Glu,,2019_li_14,1,10.1371/journal.pone.0215210,Human,7,117.5,12.9,8.5106,,"Li et al., 2019",D
Glu,Glu,,2019_li_14,2,10.1371/journal.pone.0215210,Human,7,107.3,12.1,9.3197,,"Li et al., 2019",E
Glu,Glu,,2019_li_14,3,10.1371/journal.pone.0215210,Human,7,124.4,16.6,8.0386,,"Li et al., 2019",F
Glu,Glu,,2011_marjanska_25,1,10.1002/nbm.1754,Human,7,93,4,10.7527,,"Marjanska et al., 2011",A
Glu,Glu,,2011_marjanska_25,2,10.1002/nbm.1754,Human,7,98,4,10.2041,,"Marjanska et al., 2011",B
Glu,Glu,,2011_marjanska_25,3,10.1002/nbm.1754,Human,7,88,10,11.3636,,"Marjanska et al., 2011",C
Glu,Glu,,2011_marjanska_25,4,10.1002/nbm.1754,Human,7,139,8,7.1942,,"Marjanska et al., 2011",D
Glu,Glu,,2018_swanberg_290,1,10.1016/j.jmr.2018.02.017,Human,7,164.1,48.5,6.0938,,"Swanberg et al., 2018",A
Glu,Glu,,2018_wong_31,1,10.1002/nbm.4002,Human,7,72,5,13.8889,,,
Glu,Glu,2.34,2020_yoo_33,1,10.1007/s10334-020-00840-w,Rat,7,71.58,7.16,13.9704,Multi-TE - Estimated StdDev to be 10%,,
Glu,Glu,2.34,2020_yoo_33,2,10.1007/s10334-020-00840-w,Rat,7,67.75,6.78,14.7601,OpQT2 - Estimated StdDev to be 10%,,
Glu,Glu,2.34,2020_yoo_33,3,10.1007/s10334-020-00840-w,Phantom,7,91.24,9.12,10.9601,Multi-TE - Estimated StdDev to be 10%,,
Glu,Glu,2.34,2020_yoo_33,4,10.1007/s10334-020-00840-w,Phantom,7,93.28,9.32,10.7204,OpQT2 - Estimated StdDev to be 10%,,
Glu,Glu,,2015_deelchand_73,1,10.1002/mrm.25088,Rat,9.4,70,14,14.2857,,"Deelchand et al., 2015",A
Glu,Glu,,2015_deelchand_73,2,10.1002/mrm.25088,Rat,9.4,296,44,3.3784,,"Deelchand et al., 2015",B
Glu,Glu,,2015_deelchand_73,3,10.1002/mrm.25088,Rat,9.4,270,21,3.7037,,"Deelchand et al., 2015",C
Glu,Glu,,2020_murali-manohar_84,1,10.1002/mrm.28174,Human,9.4,87,23.3,11.4943,,"Murali-Manohar et al., 2019",A
Glu,Glu,"2.34,2.12,2.03",2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,89,8,11.236,,"Xin et al., 2007",A
Glu,Glu,"2.34,2.12,2.03",2007_xin_21,2,10.1002/nbm.1205,Phantom,9.4,190,20,5.2632,,"Xin et al., 2007",
Glu,Glu,2.34,2013_xin_26,1,10.1007/s10334-013-0378-3,Rat,14.1,72,8,13.8889,,,
Glu,Glu,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,79,23,12.6582,,"Lopez-Kolkovsky et al., 2015",B
Gln,Gln,"3.757, 2.135, 2.115, 2.434, 2.456",2018_wyss_80,1,10.1002/mrm.27067,Human,3,168,33,5.9524,,"Wyss et al., 2018",A
Gln,Gln,"3.757, 2.135, 2.115, 2.434, 2.456",2018_wyss_80,2,10.1002/mrm.27067,Human,3,99,21,10.101,,"Wyss et al., 2018",B
Gln,Gln,"3.757, 2.135, 2.115, 2.434, 2.456",2018_wyss_80,3,10.1002/mrm.27067,Human,3,122,19,8.1967,,"Wyss et al., 2018",C
Gln,Gln,,2015_zhang_76,1,10.1002/mrm.25922,Human,3,145,26,6.8966,,"Zhang et al., 2015",A
Gln,Gln,,2015_zhang_76,2,10.1002/mrm.25922,Human,3,134,33,7.4627,,"Zhang et al., 2015",B
Gln,Gln,,2017_an_78,1,10.1002/mrm.26612,Human,7,84,25,11.9048,,"An et al., 2017",E
Gln,Gln,,2017_an_78,3,10.1002/mrm.26612,Human,7,130,46,7.6923,Conventional Method,"An et al., 2017",G
Gln,Gln,,2015_deelchand_73,1,10.1002/mrm.25088,Rat,9.4,56,12,17.8571,,"Deelchand et al., 2015",A
Gln,Gln,,2015_deelchand_73,2,10.1002/mrm.25088,Rat,9.4,116,7,8.6207,,"Deelchand et al., 2015",B
Gln,Gln,,2015_deelchand_73,3,10.1002/mrm.25088,Rat,9.4,126,19,7.9365,,"Deelchand et al., 2015",C
Gln,Gln,,2020_murali-manohar_84,1,10.1002/mrm.28174,Human,9.4,47,8.6,21.2766,,"Murali-Manohar et al., 2019",A
Gln,Gln,,2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,116,29,8.6207,,"Xin et al., 2007",A
Gln,Gln,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,58,10,17.2414,,"Lopez-Kolkovsky et al., 2015",B
Glx,Glx,2.29-2.41,2020_yoo_33,1,10.1007/s10334-020-00840-w,Rat,7,68.49,6.85,14.6007,Multi-TE - Estimated StdDev to be 10%,,
Glx,Glx,2.29-2.41,2020_yoo_33,2,10.1007/s10334-020-00840-w,Rat,7,66.09,6.61,15.1309,OpQT2 - Estimated StdDev to be 10%,,
Glx,Glx,3.75,2008_chassain_105,1,10.1111/j.1471-4159.2007.05185.x,Mouse,9.4,127,34,7.874,Control,"Chassain et al., 2008",B
Glx,Glx,3.75,2008_chassain_105,2,10.1111/j.1471-4159.2007.05185.x,Mouse,9.4,102,31,9.8039,Parkinson's,"Chassain et al., 2008",E
Gly,Gly,3.55,2012_liu_19,1,10.1016/j.acra.2012.02.019,Human,3,245.5,14.5,4.0733,,,
Gly,Gly,3.547,2018_wyss_80,1,10.1002/mrm.27067,Human,3,152,27,6.5789,,"Wyss et al., 2018",A
Gly,Gly,3.547,2018_wyss_80,2,10.1002/mrm.27067,Human,3,81,27,12.3457,,"Wyss et al., 2018",B
Gly,Gly,3.547,2018_wyss_80,3,10.1002/mrm.27067,Human,3,102,22,9.8039,,"Wyss et al., 2018",C
Gly,Gly,,2020_murali-manohar_84,1,10.1002/mrm.28174,Human,9.4,60.9,11.2,16.4204,,"Murali-Manohar et al., 2019",A
GSH,GSH,3.77,2018_wyss_80,1,10.1002/mrm.27067,Human,3,145,21,6.8966,,"Wyss et al., 2018",A
GSH,GSH,3.77,2018_wyss_80,2,10.1002/mrm.27067,Human,3,72,17,13.8889,,"Wyss et al., 2018",B
GSH,GSH,3.77,2018_wyss_80,3,10.1002/mrm.27067,Human,3,99,16,10.101,,"Wyss et al., 2018",C
GSH,GSH,4.561/2.926/2.975,2018_wyss_80,1,10.1002/mrm.27067,Human,3,145,21,6.8966,,"Wyss et al., 2018",A
GSH,GSH,4.561/2.926/2.975,2018_wyss_80,2,10.1002/mrm.27067,Human,3,77,22,12.987,,"Wyss et al., 2018",B
GSH,GSH,4.561/2.926/2.975,2018_wyss_80,3,10.1002/mrm.27067,Human,3,100,17,10,,"Wyss et al., 2018",C
GSH,GSH,3.7/2.1/2.5,2018_wyss_80,1,10.1002/mrm.27067,Human,3,165,30,6.0606,,"Wyss et al., 2018",A
GSH,GSH,3.7/2.1/2.5,2018_wyss_80,2,10.1002/mrm.27067,Human,3,76,21,13.1579,,"Wyss et al., 2018",B
GSH,GSH,3.7/2.1/2.5,2018_wyss_80,3,10.1002/mrm.27067,Human,3,102,20,9.8039,,"Wyss et al., 2018",C
GSH,GSH,2.95,2011_emir_24,1,10.1002/nbm.1583,Human,4,66.71,6.67,14.9903,Assumed 10% Std.Dev.,"Emir et al., 2010",A
GSH,GSH,,2011_marjanska_25,1,10.1002/nbm.1754,Human,7,61,3,16.3934,,"Marjanska et al., 2011",A
GSH,GSH,,2011_marjanska_25,2,10.1002/nbm.1754,Human,7,97,8,10.3093,,"Marjanska et al., 2011",B
GSH,GSH,,2011_marjanska_25,4,10.1002/nbm.1754,Human,7,80,10,12.5,,"Marjanska et al., 2011",D
GSH,GSH,2.95,2018_swanberg_290,1,10.1016/j.jmr.2018.02.017,Human,7,145,20.1,6.8966,,"Swanberg et al., 2018",A
GSH,GSH,,2018_wong_31,1,10.1002/nbm.4002,Human,7,63,16,15.873,,,
GSH,GSH,,2020_murali-manohar_84,1,10.1002/mrm.28174,Human,9.4,74.8,34.2,13.369,,"Murali-Manohar et al., 2019",A
GSH,GSH,,2007_xin_21,1,10.1002/nbm.1205,Rat,9.4,106,23,9.434,,"Xin et al., 2007",A
GSH,GSH,,2013_xin_26,1,10.1007/s10334-013-0378-3,Rat,14.1,87,13,11.4943,,,
GSH,GSH,,2015_lopez-kolkovsky_75,1,10.1002/mrm.25602,Rat,17.2,105,39,9.5238,,"Lopez-Kolkovsky et al., 2015",B
H2O,H2O,,2001_barker_45,1,10.1002/mrm.1104,Human,1.5,100,10,10,,"Barker et al., 2001",A
H2O,H2O,,2019_carlin_49,1,10.1002/jmri.26054,Human,1.5,181,35,5.5249,,,
H2O,H2O,,2019_carlin_49,4,10.1002/jmri.26054,Human,1.5,123,45,8.1301,,,
H2O,H2O,,2019_carlin_49,7,10.1002/jmri.26054,Human,1.5,90,9,11.1111,,,
H2O,H2O,,2019_carlin_49,9,10.1002/jmri.26054,Human,1.5,86,8,11.6279,,,
H2O,H2O,,1993_christiansen_11,1,10.1016/0730-725x(93)90197-l,Human,1.5,93,9,10.7527,,,
H2O,H2O,,1993_christiansen_11,2,10.1016/0730-725x(93)90197-l,Human,1.5,76,10,13.1579,,,
H2O,H2O,,1993_christiansen_11,3,10.1016/0730-725x(93)90197-l,Human,1.5,100,18,10,,,
H2O,H2O,,1993_christiansen_11,4,10.1016/0730-725x(93)90197-l,Human,1.5,85,6,11.7647,,,
H2O,H2O,,1993_christiansen_11,5,10.1016/0730-725x(93)90197-l,Human,1.5,107,24,9.3458,,,
H2O,H2O,,1993_christiansen_11,6,10.1016/0730-725x(93)90197-l,Human,1.5,81,16,12.3457,,,
H2O,H2O,,1993_christiansen_11,7,10.1016/0730-725x(93)90197-l,Human,1.5,150,85,6.6667,,,
H2O,H2O,,1993_christiansen_11,8,10.1016/0730-725x(93)90197-l,Human,1.5,106,34,9.434,,,
H2O,H2O,,1992_gideon_10,1,10.1016/0730-725x(92)90453-7,Human,1.5,111.4,24.7,8.9767,,,
H2O,H2O,,1992_gideon_10,2,10.1016/0730-725x(92)90453-7,Human,1.5,120.6,38.1,8.2919,,,
H2O,H2O,,2004_haley_362,1,10.1016/j.neulet.2004.01.031,Human,1.5,86.66,5.24,11.5393,,,
H2O_CSF,H2O_CSF,,2004_haley_362,2,10.1016/j.neulet.2004.01.031,Human,1.5,82.22,4.83,12.1625,,,
H2O,H2O,,2004_haley_362,3,10.1016/j.neulet.2004.01.031,Human,1.5,80.58,5.46,12.41,,,
H2O_CSF,H2O_CSF,,2004_haley_362,4,10.1016/j.neulet.2004.01.031,Human,1.5,73.23,7.69,13.6556,,,
H2O,H2O,,2004_haley_362,5,10.1016/j.neulet.2004.01.031,Human,1.5,548.96,129.54,1.8216,,,
H2O_CSF,H2O_CSF,,2004_haley_362,6,10.1016/j.neulet.2004.01.031,Human,1.5,724.68,232.16,1.3799,,,
H2O,H2O,,2004_haley_362,7,10.1016/j.neulet.2004.01.031,Human,1.5,547.67,148.56,1.8259,,,
H2O_CSF,H2O_CSF,,2004_haley_362,8,10.1016/j.neulet.2004.01.031,Human,1.5,649.97,208.7,1.5385,,,
H2O,H2O,,2002_isobe_20,1,10.1016/S0730-725X(02)00500-3,Human,1.5,88.6,4.5,11.2867,,"Isobe et al., 2002",B
H2O,H2O,,2007_isobe_51,2,10.1111/j.1440-1673.2007.01745.x,Phantom,1.5,1321,18,0.757,,,
H2O,H2O,,2007_isobe_51,4,10.1111/j.1440-1673.2007.01745.x,Human,1.5,228,0,4.386,,,
H2O,H2O,,1995_longo_30,3,10.1097/00004424-199504000-00001,Human,1.5,86,19,11.6279,,,
H2O,H2O,,1995_longo_30,4,10.1097/00004424-199504000-00001,Human,1.5,109,23,9.1743,,,
H2O,H2O,,2005_matsumura_107,1,10.1016/j.clineuro.2004.10.009,Human,1.5,209.4,80,4.7755,,,
H2O,H2O,,2005_matsumura_107,2,10.1016/j.clineuro.2004.10.009,Human,1.5,228.3,79.1,4.3802,,,
H2O,H2O,,2005_matsumura_107,3,10.1016/j.clineuro.2004.10.009,Human,1.5,573,12,1.7452,,,
H2O,H2O,,2005_matsumura_107,4,10.1016/j.clineuro.2004.10.009,Human,1.5,138.7,9.5,7.2098,,,
H2O,H2O,,2002_sarchielli_249,1,10.1007/s00415-002-0758-5,Human,1.5,86,5,11.6279,,,
H2O,H2O,,2002_sarchielli_249,2,10.1007/s00415-002-0758-5,Human,1.5,81.1,12,12.3305,,,
H2O,H2O,,2002_sarchielli_249,3,10.1007/s00415-002-0758-5,Human,1.5,79,11,12.6582,,,
H2O,H2O,,2001_barker_45,2,10.1002/mrm.1104,Human,3,90,20,11.1111,,"Barker et al., 2001",B
H2O,H2O,,2018_deelchand_79,1,10.1002/mrm.26826,Human,3,79,0.5,12.6582,,"Deelchand et al., 2018",A
H2O,H2O,,2018_deelchand_79,2,10.1002/mrm.26826,Human,3,77.5,1.2,12.9032,,"Deelchand et al., 2018",B
H2O,H2O,,2020_deelchand_95,1,10.1016/j.neurobiolaging.2020.07.017,Human,3,62,3,16.129,,"Deelchand et al., 2020",A
H2O,H2O,,2020_deelchand_95,2,10.1016/j.neurobiolaging.2020.07.017,Human,3,56,3,17.8571,,"Deelchand et al., 2020",B
H2O,H2O,,2020_deelchand_95,3,10.1016/j.neurobiolaging.2020.07.017,Human,3,65,2,15.3846,,"Deelchand et al., 2020",C
H2O,H2O,,2020_deelchand_95,4,10.1016/j.neurobiolaging.2020.07.017,Human,3,53,6,18.8679,,"Deelchand et al., 2020",D
H2O,H2O,,2020_deelchand_95,5,10.1016/j.neurobiolaging.2020.07.017,Human,3,50,6,20,,"Deelchand et al., 2020",E
H2O,H2O,,2020_deelchand_95,6,10.1016/j.neurobiolaging.2020.07.017,Human,3,56,4,17.8571,,"Deelchand et al., 2020",F
H2O_CSF,H2O_CSF,,2020_deelchand_95,1,10.1016/j.neurobiolaging.2020.07.017,Human,3,250,32,4,,"Deelchand et al., 2020",A
H2O_CSF,H2O_CSF,,2020_deelchand_95,2,10.1016/j.neurobiolaging.2020.07.017,Human,3,225,28,4.4444,,"Deelchand et al., 2020",B
H2O_CSF,H2O_CSF,,2020_deelchand_95,3,10.1016/j.neurobiolaging.2020.07.017,Human,3,280,31,3.5714,,"Deelchand et al., 2020",C
H2O_CSF,H2O_CSF,,2020_deelchand_95,4,10.1016/j.neurobiolaging.2020.07.017,Human,3,308,102,3.2468,,"Deelchand et al., 2020",D
H2O_CSF,H2O_CSF,,2020_deelchand_95,5,10.1016/j.neurobiolaging.2020.07.017,Human,3,271,34,3.69,,"Deelchand et al., 2020",E
H2O_CSF,H2O_CSF,,2020_deelchand_95,6,10.1016/j.neurobiolaging.2020.07.017,Human,3,325,43,3.0769,,"Deelchand et al., 2020",F
H2O,H2O,4.7,2005_dumoulin,1,ISMRM_1179_2005,Human,3,63.51,29.21,15.7456,Aged,"Dumoulin et al., 2005",A
H2O,H2O,4.7,2005_dumoulin,2,ISMRM_1179_2005,Human,3,62.75,10.05,15.9363,MCI,"Dumoulin et al., 2005",B
H2O,H2O,4.7,2005_dumoulin,3,ISMRM_1179_2005,Human,3,60.71,11.2,16.4718,AD,"Dumoulin et al., 2005",C
H2O,H2O,,2012_ganji_25,1,10.1002/nbm.1767,Human,3,83,7,12.0482,,"Ganji et al., 2012",A
H2O,H2O,,2012_ganji_25,2,10.1002/nbm.1767,Human,3,83,5,12.0482,,"Ganji et al., 2012",B
Bulk_H2O,H2O,,2009_tuncskarka_48,1,10.1016/j.neuroimage.2009.06.061,Human,3,68.58,2.55,14.5815,,,
Bulk_H2O,H2O,,2009_tuncskarka_48,2,10.1016/j.neuroimage.2009.06.061,Human,3,67.9,3.34,14.7275,,,
H2O,H2O,,2002_bartha_47,1,10.1002/mrm.10112,Human,4,58,4,17.2414,GM,"Bartha et al., 2002",A
H2O,H2O,,2002_bartha_47,2,10.1002/mrm.10112,Human,4,74,10,13.5135,WM,"Bartha et al., 2002",B
H2O,H2O,,2002_bartha_47,3,10.1002/mrm.10112,Human,4,239,69,4.1841,CSF,"Bartha et al., 2002",C
H2O,H2O,,2002_bartha_47,4,10.1002/mrm.10112,Human,4,93,13,10.7527,GM,"Bartha et al., 2002",D
H2O,H2O,,2002_bartha_47,5,10.1002/mrm.10112,Human,4,102,15,9.8039,WM,"Bartha et al., 2002",E
H2O,H2O,,2002_bartha_47,6,10.1002/mrm.10112,Human,4,255,61,3.9216,CSF,"Bartha et al., 2002",F
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,57.9,1.6,17.2712,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,65.2,2.4,15.3374,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,80.2,2,12.4688,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,72,1.3,13.8889,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,58.8,1.5,17.0068,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,65.3,2,15.3139,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,69.7,2,14.3472,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,61.7,2.1,16.2075,,"de Graaf et al., 2006",D
H2O,H2O,,2006_degraaf_56,1,10.1002/mrm.20946,Rat,4,60.6,1.9,16.5017,,"de Graaf et al., 2006",D
H2O,H2O,,2012_du_137,1,10.1016/j.schres.2012.01.026,Human,4,60.9,2.4,16.4204,,,
H2O,H2O,,2012_du_137,2,10.1016/j.schres.2012.01.026,Human,4,65.8,5.3,15.1976,,,
H2O,H2O,,2013_marjanska_8,1,10.1371/journal.pone.0077572,Human,4,52,2,19.2308,Young,"Marjanska et al., 2013",A
H2O,H2O,,2013_marjanska_8,2,10.1371/journal.pone.0077572,Human,4,47,4,21.2766,Aged,"Marjanska et al., 2013",B
H2O,H2O,,2002_michaeli_47,1,10.1002/mrm.10135,Human,4,83,5,12.0482,PRESS,"Michaeli et al., 2002",A
H2O,H2O,,2002_michaeli_47,3,10.1002/mrm.10135,Human,4,97,10,10.3093,CP-LASER,"Michaeli et al., 2002",C
H2O,H2O,,2006_madhu_8,1,10.1593/neo.06319,Mouse,4.7,53.3,2.45,18.7617,,,
H2O,H2O,,2006_madhu_8,2,10.1593/neo.06319,Mouse,4.7,52.8,4.9,18.9394,,,
H2O,H2O,,2006_madhu_8,3,10.1593/neo.06319,Mouse,4.7,51.4,2.45,19.4553,,,
H2O,H2O,,2006_madhu_8,4,10.1593/neo.06319,Mouse,4.7,46.9,9.8,21.322,,,
H2O,H2O,,1995_vandertoorn_8,3,10.1002/nbm.1940080604,Rat,4.7,57.8,3.3,17.301,Measure at Time1 - Control,"van der Toorn et al., 1995",N
H2O,H2O,,1995_vandertoorn_8,5,10.1002/nbm.1940080604,Rat,4.7,60.4,5,16.5563,Measure at Time2 - Control,"van der Toorn et al., 1995",N
H2O,H2O,,1995_vandertoorn_8,8,10.1002/nbm.1940080604,Rat,4.7,62.4,6,16.0256,Measure at Time3 - Control,"van der Toorn et al., 1995",K
H2O,H2O,,1995_vandertoorn_8,11,10.1002/nbm.1940080604,Rat,4.7,58.9,2.5,16.9779,Measure at Time1 - Ischemia,"van der Toorn et al., 1995",U
H2O,H2O,,1995_vandertoorn_8,13,10.1002/nbm.1940080604,Rat,4.7,74,10.5,13.5135,Measure at Time2 - Ischemia,"van der Toorn et al., 1995",U
H2O,H2O,,1995_vandertoorn_8,16,10.1002/nbm.1940080604,Rat,4.7,88,8,11.3636,Measure at Time3 - Ischemia,"van der Toorn et al., 1995",R
H2O,H2O,,2021_wang_35,1,10.1002/nbm.4617,Rat,4.7,54.7,1.5,18.2815,,,
H2O,H2O,,2021_wang_35,2,10.1002/nbm.4617,Rat,4.7,51.4,0.8,19.4553,,,
H2O,H2O,,2021_wang_35,3,10.1002/nbm.4617,Rat,4.7,48.2,1,20.7469,,,
H2O,H2O,,2021_wang_35,4,10.1002/nbm.4617,Phantom,4.7,7.7,0,129.8701,,,
H2O,H2O,,2002_bartha_47,7,10.1002/mrm.10112,Human,7,50,3,20,GM,"Bartha et al., 2002",G
H2O,H2O,,2002_bartha_47,8,10.1002/mrm.10112,Human,7,55,4,18.1818,WM,"Bartha et al., 2002",H
H2O,H2O,,2002_bartha_47,9,10.1002/mrm.10112,Human,7,141,27,7.0922,CSF,"Bartha et al., 2002",I
